record_id,student_id,group_id,session_type,session_datetime,status,datetime
AT001692,S0022,G02,session,2026-01-15 18:00:00,attended,
AT001693,S0043,G02,session,2026-01-15 18:00:00,absent,
AT001694,S0055,G02,session,2026-01-15 18:00:00,attended,
AT001695,S0064,G02,session,2026-01-15 18:00:00,absent,
AT001696,S0075,G02,session,2026-01-15 18:00:00,attended,
AT001697,S0097,G02,session,2026-01-15 18:00:00,attended,
AT001698,S0098,G02,session,2026-01-15 18:00:00,attended,
AT001699,S0100,G02,session,2026-01-15 18:00:00,attended,
AT001700,S0102,G02,session,2026-01-15 18:00:00,attended,
AT001701,S0104,G02,session,2026-01-15 18:00:00,attended,
AT001702,S0124,G02,session,2026-01-15 18:00:00,attended,
AT001703,S0126,G02,session,2026-01-15 18:00:00,attended,
AT001704,S0130,G02,session,2026-01-15 18:00:00,absent,
AT001705,S0133,G02,session,2026-01-15 18:00:00,attended,
AT001706,S0135,G02,session,2026-01-15 18:00:00,attended,
AT001707,S0149,G02,session,2026-01-15 18:00:00,attended,
AT001708,S0163,G02,session,2026-01-15 18:00:00,attended,
AT001709,S0176,G02,session,2026-01-15 18:00:00,attended,
AT001710,S0180,G02,session,2026-01-15 18:00:00,absent,
AT001711,S0182,G02,session,2026-01-15 18:00:00,attended,
AT001712,S0183,G02,session,2026-01-15 18:00:00,attended,
AT001713,S0185,G02,session,2026-01-15 18:00:00,attended,
AT001714,S0186,G02,session,2026-01-15 18:00:00,attended,
AT001715,S0188,G02,session,2026-01-15 18:00:00,attended,
AT001716,S0198,G02,session,2026-01-15 18:00:00,attended,
AT001717,S0199,G02,session,2026-01-15 18:00:00,attended,
AT001718,S0202,G02,session,2026-01-15 18:00:00,attended,
AT001719,S0208,G02,session,2026-01-15 18:00:00,absent,
AT001720,S0218,G02,session,2026-01-15 18:00:00,attended,
AT001721,S0221,G02,session,2026-01-15 18:00:00,absent,
AT001722,S0227,G02,session,2026-01-15 18:00:00,attended,
AT001723,S0247,G02,session,2026-01-15 18:00:00,absent,
AT001724,S0252,G02,session,2026-01-15 18:00:00,attended,
AT001725,S0260,G02,session,2026-01-15 18:00:00,absent,
AT001726,S0261,G02,session,2026-01-15 18:00:00,attended,
AT001727,S0264,G02,session,2026-01-15 18:00:00,attended,
AT001728,S0277,G02,session,2026-01-15 18:00:00,attended,
AT001729,S0281,G02,session,2026-01-15 18:00:00,absent,
AT001730,S0285,G02,session,2026-01-15 18:00:00,attended,
AT001731,S0296,G02,session,2026-01-15 18:00:00,attended,
AT001732,S0317,G02,session,2026-01-15 18:00:00,attended,
AT001733,S0336,G02,session,2026-01-15 18:00:00,absent,
AT001734,S0347,G02,session,2026-01-15 18:00:00,attended,
AT001735,S0352,G02,session,2026-01-15 18:00:00,attended,
AT001736,S0355,G02,session,2026-01-15 18:00:00,attended,
AT001737,S0368,G02,session,2026-01-15 18:00:00,absent,
AT001738,S0369,G02,session,2026-01-15 18:00:00,attended,
AT001739,S0378,G02,session,2026-01-15 18:00:00,attended,
AT001740,S0418,G02,session,2026-01-15 18:00:00,attended,
AT001741,S0424,G02,session,2026-01-15 18:00:00,attended,
AT001742,S0457,G02,session,2026-01-15 18:00:00,attended,
AT001743,S0480,G02,session,2026-01-15 18:00:00,attended,
AT001744,S0497,G02,session,2026-01-15 18:00:00,attended,
AT001745,S0004,G02,quiz,2026-01-22 18:00:00,attended,
AT001746,S0015,G02,quiz,2026-01-22 18:00:00,attended,
AT001747,S0017,G02,quiz,2026-01-22 18:00:00,attended,
AT001748,S0022,G02,quiz,2026-01-22 18:00:00,attended,
AT001749,S0043,G02,quiz,2026-01-22 18:00:00,attended,
AT001750,S0055,G02,quiz,2026-01-22 18:00:00,attended,
AT001751,S0064,G02,quiz,2026-01-22 18:00:00,attended,
AT001752,S0075,G02,quiz,2026-01-22 18:00:00,attended,
AT001753,S0097,G02,quiz,2026-01-22 18:00:00,attended,
AT001754,S0098,G02,quiz,2026-01-22 18:00:00,absent,
AT001755,S0100,G02,quiz,2026-01-22 18:00:00,attended,
AT001756,S0102,G02,quiz,2026-01-22 18:00:00,attended,
AT001757,S0104,G02,quiz,2026-01-22 18:00:00,attended,
AT001758,S0124,G02,quiz,2026-01-22 18:00:00,absent,
AT001759,S0126,G02,quiz,2026-01-22 18:00:00,attended,
AT001760,S0130,G02,quiz,2026-01-22 18:00:00,attended,
AT001761,S0133,G02,quiz,2026-01-22 18:00:00,attended,
AT001762,S0135,G02,quiz,2026-01-22 18:00:00,attended,
AT001763,S0149,G02,quiz,2026-01-22 18:00:00,attended,
AT001764,S0163,G02,quiz,2026-01-22 18:00:00,absent,
AT001765,S0176,G02,quiz,2026-01-22 18:00:00,attended,
AT001766,S0180,G02,quiz,2026-01-22 18:00:00,attended,
AT001767,S0182,G02,quiz,2026-01-22 18:00:00,attended,
AT001768,S0183,G02,quiz,2026-01-22 18:00:00,attended,
AT001769,S0185,G02,quiz,2026-01-22 18:00:00,absent,
AT001770,S0186,G02,quiz,2026-01-22 18:00:00,attended,
AT001771,S0188,G02,quiz,2026-01-22 18:00:00,attended,
AT001772,S0198,G02,quiz,2026-01-22 18:00:00,absent,
AT001773,S0199,G02,quiz,2026-01-22 18:00:00,attended,
AT001774,S0202,G02,quiz,2026-01-22 18:00:00,attended,
AT001775,S0208,G02,quiz,2026-01-22 18:00:00,attended,
AT001776,S0218,G02,quiz,2026-01-22 18:00:00,attended,
AT001777,S0221,G02,quiz,2026-01-22 18:00:00,absent,
AT001778,S0227,G02,quiz,2026-01-22 18:00:00,attended,
AT001779,S0247,G02,quiz,2026-01-22 18:00:00,absent,
AT001780,S0252,G02,quiz,2026-01-22 18:00:00,attended,
AT001781,S0260,G02,quiz,2026-01-22 18:00:00,attended,
AT001782,S0261,G02,quiz,2026-01-22 18:00:00,absent,
AT001783,S0264,G02,quiz,2026-01-22 18:00:00,attended,
AT001784,S0277,G02,quiz,2026-01-22 18:00:00,absent,
AT001785,S0281,G02,quiz,2026-01-22 18:00:00,absent,
AT001786,S0285,G02,quiz,2026-01-22 18:00:00,attended,
AT001787,S0296,G02,quiz,2026-01-22 18:00:00,attended,
AT001788,S0317,G02,quiz,2026-01-22 18:00:00,absent,
AT001789,S0336,G02,quiz,2026-01-22 18:00:00,attended,
AT001790,S0347,G02,quiz,2026-01-22 18:00:00,absent,
AT001791,S0352,G02,quiz,2026-01-22 18:00:00,attended,
AT001792,S0355,G02,quiz,2026-01-22 18:00:00,attended,
AT001793,S0368,G02,quiz,2026-01-22 18:00:00,attended,
AT001794,S0369,G02,quiz,2026-01-22 18:00:00,attended,
AT001795,S0378,G02,quiz,2026-01-22 18:00:00,attended,
AT001796,S0418,G02,quiz,2026-01-22 18:00:00,attended,
AT001797,S0424,G02,quiz,2026-01-22 18:00:00,absent,
AT001798,S0457,G02,quiz,2026-01-22 18:00:00,attended,
AT001799,S0480,G02,quiz,2026-01-22 18:00:00,attended,
AT001800,S0497,G02,quiz,2026-01-22 18:00:00,attended,
AT001801,S0004,G02,session,2026-01-29 18:00:00,attended,
AT001802,S0015,G02,session,2026-01-29 18:00:00,absent,
AT001803,S0017,G02,session,2026-01-29 18:00:00,attended,
AT001804,S0022,G02,session,2026-01-29 18:00:00,absent,
AT001805,S0043,G02,session,2026-01-29 18:00:00,absent,
AT001806,S0055,G02,session,2026-01-29 18:00:00,attended,
AT001807,S0064,G02,session,2026-01-29 18:00:00,absent,
AT001808,S0075,G02,session,2026-01-29 18:00:00,absent,
AT001809,S0097,G02,session,2026-01-29 18:00:00,attended,
AT001810,S0098,G02,session,2026-01-29 18:00:00,attended,
AT001811,S0100,G02,session,2026-01-29 18:00:00,attended,
AT001812,S0102,G02,session,2026-01-29 18:00:00,attended,
AT001813,S0104,G02,session,2026-01-29 18:00:00,attended,
AT001814,S0124,G02,session,2026-01-29 18:00:00,attended,
AT001815,S0126,G02,session,2026-01-29 18:00:00,attended,
AT001816,S0130,G02,session,2026-01-29 18:00:00,attended,
AT001817,S0133,G02,session,2026-01-29 18:00:00,attended,
AT001818,S0135,G02,session,2026-01-29 18:00:00,attended,
AT001819,S0149,G02,session,2026-01-29 18:00:00,absent,
AT001820,S0163,G02,session,2026-01-29 18:00:00,attended,
AT001821,S0176,G02,session,2026-01-29 18:00:00,attended,
AT001822,S0180,G02,session,2026-01-29 18:00:00,attended,
AT001823,S0182,G02,session,2026-01-29 18:00:00,attended,
AT001824,S0183,G02,session,2026-01-29 18:00:00,attended,
AT001825,S0185,G02,session,2026-01-29 18:00:00,attended,
AT001826,S0186,G02,session,2026-01-29 18:00:00,attended,
AT001827,S0188,G02,session,2026-01-29 18:00:00,attended,
AT001828,S0198,G02,session,2026-01-29 18:00:00,attended,
AT001829,S0199,G02,session,2026-01-29 18:00:00,attended,
AT001830,S0202,G02,session,2026-01-29 18:00:00,absent,
AT001831,S0208,G02,session,2026-01-29 18:00:00,attended,
AT001832,S0218,G02,session,2026-01-29 18:00:00,attended,
AT001833,S0221,G02,session,2026-01-29 18:00:00,attended,
AT001834,S0227,G02,session,2026-01-29 18:00:00,attended,
AT001835,S0247,G02,session,2026-01-29 18:00:00,attended,
AT001836,S0252,G02,session,2026-01-29 18:00:00,attended,
AT001837,S0260,G02,session,2026-01-29 18:00:00,attended,
AT001838,S0261,G02,session,2026-01-29 18:00:00,attended,
AT001839,S0264,G02,session,2026-01-29 18:00:00,attended,
AT001840,S0277,G02,session,2026-01-29 18:00:00,attended,
AT001841,S0281,G02,session,2026-01-29 18:00:00,absent,
AT001842,S0285,G02,session,2026-01-29 18:00:00,attended,
AT001843,S0296,G02,session,2026-01-29 18:00:00,attended,
AT001844,S0317,G02,session,2026-01-29 18:00:00,attended,
AT001845,S0336,G02,session,2026-01-29 18:00:00,attended,
AT001846,S0347,G02,session,2026-01-29 18:00:00,attended,
AT001847,S0352,G02,session,2026-01-29 18:00:00,absent,
AT001848,S0355,G02,session,2026-01-29 18:00:00,absent,
AT001849,S0368,G02,session,2026-01-29 18:00:00,attended,
AT001850,S0369,G02,session,2026-01-29 18:00:00,absent,
AT001851,S0378,G02,session,2026-01-29 18:00:00,absent,
AT001852,S0418,G02,session,2026-01-29 18:00:00,attended,
AT001853,S0424,G02,session,2026-01-29 18:00:00,attended,
AT001854,S0457,G02,session,2026-01-29 18:00:00,absent,
AT001855,S0480,G02,session,2026-01-29 18:00:00,attended,
AT001856,S0497,G02,session,2026-01-29 18:00:00,attended,
AT003029,S0001,G03,session,2026-01-04 17:00:00,attended,
AT003030,S0037,G03,session,2026-01-04 17:00:00,absent,
AT003031,S0045,G03,session,2026-01-04 17:00:00,attended,
AT003032,S0059,G03,session,2026-01-04 17:00:00,attended,
AT003033,S0061,G03,session,2026-01-04 17:00:00,attended,
AT003034,S0079,G03,session,2026-01-04 17:00:00,attended,
AT003035,S0087,G03,session,2026-01-04 17:00:00,absent,
AT003036,S0101,G03,session,2026-01-04 17:00:00,attended,
AT003037,S0107,G03,session,2026-01-04 17:00:00,attended,
AT003038,S0158,G03,session,2026-01-04 17:00:00,attended,
AT003039,S0160,G03,session,2026-01-04 17:00:00,attended,
AT003040,S0164,G03,session,2026-01-04 17:00:00,attended,
AT003041,S0178,G03,session,2026-01-04 17:00:00,absent,
AT003042,S0195,G03,session,2026-01-04 17:00:00,attended,
AT003043,S0197,G03,session,2026-01-04 17:00:00,absent,
AT003044,S0209,G03,session,2026-01-04 17:00:00,attended,
AT003045,S0216,G03,session,2026-01-04 17:00:00,attended,
AT003046,S0225,G03,session,2026-01-04 17:00:00,attended,
AT003047,S0243,G03,session,2026-01-04 17:00:00,attended,
AT003048,S0248,G03,session,2026-01-04 17:00:00,attended,
AT003049,S0249,G03,session,2026-01-04 17:00:00,attended,
AT003050,S0253,G03,session,2026-01-04 17:00:00,attended,
AT003051,S0254,G03,session,2026-01-04 17:00:00,attended,
AT003052,S0267,G03,session,2026-01-04 17:00:00,attended,
AT003053,S0293,G03,session,2026-01-04 17:00:00,attended,
AT003054,S0305,G03,session,2026-01-04 17:00:00,absent,
AT003055,S0308,G03,session,2026-01-04 17:00:00,attended,
AT003056,S0318,G03,session,2026-01-04 17:00:00,attended,
AT003057,S0319,G03,session,2026-01-04 17:00:00,attended,
AT003058,S0323,G03,session,2026-01-04 17:00:00,absent,
AT003059,S0338,G03,session,2026-01-04 17:00:00,absent,
AT003060,S0354,G03,session,2026-01-04 17:00:00,attended,
AT003061,S0358,G03,session,2026-01-04 17:00:00,attended,
AT003062,S0366,G03,session,2026-01-04 17:00:00,attended,
AT003063,S0379,G03,session,2026-01-04 17:00:00,absent,
AT003064,S0388,G03,session,2026-01-04 17:00:00,attended,
AT003065,S0403,G03,session,2026-01-04 17:00:00,attended,
AT003066,S0413,G03,session,2026-01-04 17:00:00,attended,
AT003067,S0417,G03,session,2026-01-04 17:00:00,attended,
AT003068,S0421,G03,session,2026-01-04 17:00:00,attended,
AT003069,S0423,G03,session,2026-01-04 17:00:00,attended,
AT003070,S0435,G03,session,2026-01-04 17:00:00,attended,
AT003071,S0436,G03,session,2026-01-04 17:00:00,attended,
AT003072,S0446,G03,session,2026-01-04 17:00:00,attended,
AT003073,S0450,G03,session,2026-01-04 17:00:00,attended,
AT003074,S0455,G03,session,2026-01-04 17:00:00,attended,
AT003075,S0458,G03,session,2026-01-04 17:00:00,attended,
AT003076,S0459,G03,session,2026-01-04 17:00:00,attended,
AT003077,S0460,G03,session,2026-01-04 17:00:00,absent,
AT003078,S0463,G03,session,2026-01-04 17:00:00,attended,
AT003079,S0466,G03,session,2026-01-04 17:00:00,attended,
AT003080,S0468,G03,session,2026-01-04 17:00:00,attended,
AT003081,S0470,G03,session,2026-01-04 17:00:00,attended,
AT003082,S0496,G03,session,2026-01-04 17:00:00,attended,
AT003083,S0498,G03,session,2026-01-04 17:00:00,attended,
AT003084,S0001,G03,practical,2026-01-11 17:00:00,attended,
AT003085,S0037,G03,practical,2026-01-11 17:00:00,attended,
AT003086,S0045,G03,practical,2026-01-11 17:00:00,attended,
AT003087,S0059,G03,practical,2026-01-11 17:00:00,attended,
AT003088,S0061,G03,practical,2026-01-11 17:00:00,attended,
AT003089,S0079,G03,practical,2026-01-11 17:00:00,attended,
AT003090,S0087,G03,practical,2026-01-11 17:00:00,absent,
AT003091,S0101,G03,practical,2026-01-11 17:00:00,attended,
AT003092,S0107,G03,practical,2026-01-11 17:00:00,attended,
AT003093,S0158,G03,practical,2026-01-11 17:00:00,attended,
AT003094,S0160,G03,practical,2026-01-11 17:00:00,attended,
AT003095,S0164,G03,practical,2026-01-11 17:00:00,attended,
AT003096,S0178,G03,practical,2026-01-11 17:00:00,attended,
AT003097,S0195,G03,practical,2026-01-11 17:00:00,attended,
AT003098,S0197,G03,practical,2026-01-11 17:00:00,attended,
AT003099,S0209,G03,practical,2026-01-11 17:00:00,attended,
AT003100,S0216,G03,practical,2026-01-11 17:00:00,attended,
AT003101,S0225,G03,practical,2026-01-11 17:00:00,attended,
AT003102,S0243,G03,practical,2026-01-11 17:00:00,attended,
AT003103,S0248,G03,practical,2026-01-11 17:00:00,attended,
AT003104,S0249,G03,practical,2026-01-11 17:00:00,absent,
AT003105,S0253,G03,practical,2026-01-11 17:00:00,absent,
AT003106,S0254,G03,practical,2026-01-11 17:00:00,attended,
AT003107,S0267,G03,practical,2026-01-11 17:00:00,absent,
AT003108,S0293,G03,practical,2026-01-11 17:00:00,absent,
AT003109,S0305,G03,practical,2026-01-11 17:00:00,absent,
AT003110,S0308,G03,practical,2026-01-11 17:00:00,attended,
AT003111,S0318,G03,practical,2026-01-11 17:00:00,attended,
AT003112,S0319,G03,practical,2026-01-11 17:00:00,attended,
AT003113,S0323,G03,practical,2026-01-11 17:00:00,attended,
AT003114,S0338,G03,practical,2026-01-11 17:00:00,attended,
AT003115,S0354,G03,practical,2026-01-11 17:00:00,attended,
AT003116,S0358,G03,practical,2026-01-11 17:00:00,attended,
AT003117,S0366,G03,practical,2026-01-11 17:00:00,absent,
AT003118,S0379,G03,practical,2026-01-11 17:00:00,attended,
AT003119,S0388,G03,practical,2026-01-11 17:00:00,absent,
AT003120,S0403,G03,practical,2026-01-11 17:00:00,attended,
AT003121,S0413,G03,practical,2026-01-11 17:00:00,attended,
AT003122,S0417,G03,practical,2026-01-11 17:00:00,attended,
AT003123,S0421,G03,practical,2026-01-11 17:00:00,attended,
AT003124,S0423,G03,practical,2026-01-11 17:00:00,attended,
AT003125,S0435,G03,practical,2026-01-11 17:00:00,absent,
AT003126,S0436,G03,practical,2026-01-11 17:00:00,attended,
AT003127,S0446,G03,practical,2026-01-11 17:00:00,attended,
AT003128,S0450,G03,practical,2026-01-11 17:00:00,attended,
AT003129,S0455,G03,practical,2026-01-11 17:00:00,attended,
AT003130,S0458,G03,practical,2026-01-11 17:00:00,attended,
AT003131,S0459,G03,practical,2026-01-11 17:00:00,absent,
AT003132,S0460,G03,practical,2026-01-11 17:00:00,attended,
AT003133,S0463,G03,practical,2026-01-11 17:00:00,attended,
AT003134,S0466,G03,practical,2026-01-11 17:00:00,attended,
AT003135,S0468,G03,practical,2026-01-11 17:00:00,attended,
AT003136,S0470,G03,practical,2026-01-11 17:00:00,absent,
AT003137,S0496,G03,practical,2026-01-11 17:00:00,attended,
AT003138,S0498,G03,practical,2026-01-11 17:00:00,attended,
AT003139,S0001,G03,session,2026-01-18 17:00:00,attended,
AT003140,S0037,G03,session,2026-01-18 17:00:00,absent,
AT003141,S0045,G03,session,2026-01-18 17:00:00,attended,
AT003142,S0059,G03,session,2026-01-18 17:00:00,attended,
AT003143,S0061,G03,session,2026-01-18 17:00:00,attended,
AT003144,S0079,G03,session,2026-01-18 17:00:00,attended,
AT003145,S0087,G03,session,2026-01-18 17:00:00,attended,
AT003146,S0101,G03,session,2026-01-18 17:00:00,attended,
AT003147,S0107,G03,session,2026-01-18 17:00:00,attended,
AT003148,S0158,G03,session,2026-01-18 17:00:00,attended,
AT003149,S0160,G03,session,2026-01-18 17:00:00,attended,
AT003150,S0164,G03,session,2026-01-18 17:00:00,absent,
AT003151,S0178,G03,session,2026-01-18 17:00:00,absent,
AT003152,S0195,G03,session,2026-01-18 17:00:00,absent,
AT003153,S0197,G03,session,2026-01-18 17:00:00,attended,
AT003154,S0209,G03,session,2026-01-18 17:00:00,attended,
AT003155,S0216,G03,session,2026-01-18 17:00:00,absent,
AT003156,S0225,G03,session,2026-01-18 17:00:00,attended,
AT003157,S0243,G03,session,2026-01-18 17:00:00,attended,
AT003158,S0248,G03,session,2026-01-18 17:00:00,attended,
AT003159,S0249,G03,session,2026-01-18 17:00:00,absent,
AT003160,S0253,G03,session,2026-01-18 17:00:00,attended,
AT003161,S0254,G03,session,2026-01-18 17:00:00,attended,
AT003162,S0267,G03,session,2026-01-18 17:00:00,attended,
AT003163,S0293,G03,session,2026-01-18 17:00:00,attended,
AT003164,S0305,G03,session,2026-01-18 17:00:00,attended,
AT003165,S0308,G03,session,2026-01-18 17:00:00,attended,
AT003166,S0318,G03,session,2026-01-18 17:00:00,attended,
AT003167,S0319,G03,session,2026-01-18 17:00:00,attended,
AT003168,S0323,G03,session,2026-01-18 17:00:00,attended,
AT003169,S0338,G03,session,2026-01-18 17:00:00,absent,
AT003170,S0354,G03,session,2026-01-18 17:00:00,attended,
AT003171,S0358,G03,session,2026-01-18 17:00:00,attended,
AT003172,S0366,G03,session,2026-01-18 17:00:00,attended,
AT003173,S0379,G03,session,2026-01-18 17:00:00,attended,
AT003174,S0388,G03,session,2026-01-18 17:00:00,attended,
AT003175,S0403,G03,session,2026-01-18 17:00:00,attended,
AT003176,S0413,G03,session,2026-01-18 17:00:00,attended,
AT003177,S0417,G03,session,2026-01-18 17:00:00,absent,
AT003178,S0421,G03,session,2026-01-18 17:00:00,attended,
AT003179,S0423,G03,session,2026-01-18 17:00:00,attended,
AT003180,S0435,G03,session,2026-01-18 17:00:00,attended,
AT003181,S0436,G03,session,2026-01-18 17:00:00,attended,
AT003182,S0446,G03,session,2026-01-18 17:00:00,attended,
AT003183,S0450,G03,session,2026-01-18 17:00:00,attended,
AT003184,S0455,G03,session,2026-01-18 17:00:00,absent,
AT003185,S0458,G03,session,2026-01-18 17:00:00,attended,
AT003186,S0459,G03,session,2026-01-18 17:00:00,absent,
AT003187,S0460,G03,session,2026-01-18 17:00:00,absent,
AT003188,S0463,G03,session,2026-01-18 17:00:00,attended,
AT003189,S0466,G03,session,2026-01-18 17:00:00,attended,
AT003190,S0468,G03,session,2026-01-18 17:00:00,attended,
AT003191,S0470,G03,session,2026-01-18 17:00:00,absent,
AT003192,S0496,G03,session,2026-01-18 17:00:00,attended,
AT003193,S0498,G03,session,2026-01-18 17:00:00,attended,
AT003194,S0001,G03,quiz,2026-01-25 17:00:00,attended,
AT003195,S0037,G03,quiz,2026-01-25 17:00:00,absent,
AT003196,S0045,G03,quiz,2026-01-25 17:00:00,attended,
AT003197,S0059,G03,quiz,2026-01-25 17:00:00,attended,
AT003198,S0061,G03,quiz,2026-01-25 17:00:00,attended,
AT003199,S0079,G03,quiz,2026-01-25 17:00:00,attended,
AT003200,S0087,G03,quiz,2026-01-25 17:00:00,attended,
AT003201,S0101,G03,quiz,2026-01-25 17:00:00,attended,
AT003202,S0107,G03,quiz,2026-01-25 17:00:00,attended,
AT003203,S0158,G03,quiz,2026-01-25 17:00:00,attended,
AT003204,S0160,G03,quiz,2026-01-25 17:00:00,attended,
AT003205,S0164,G03,quiz,2026-01-25 17:00:00,attended,
AT003206,S0178,G03,quiz,2026-01-25 17:00:00,attended,
AT003207,S0195,G03,quiz,2026-01-25 17:00:00,attended,
AT003208,S0197,G03,quiz,2026-01-25 17:00:00,attended,
AT003209,S0209,G03,quiz,2026-01-25 17:00:00,absent,
AT003210,S0216,G03,quiz,2026-01-25 17:00:00,absent,
AT003211,S0225,G03,quiz,2026-01-25 17:00:00,attended,
AT003212,S0243,G03,quiz,2026-01-25 17:00:00,absent,
AT003213,S0248,G03,quiz,2026-01-25 17:00:00,attended,
AT003214,S0249,G03,quiz,2026-01-25 17:00:00,attended,
AT003215,S0253,G03,quiz,2026-01-25 17:00:00,absent,
AT003216,S0254,G03,quiz,2026-01-25 17:00:00,absent,
AT003217,S0267,G03,quiz,2026-01-25 17:00:00,attended,
AT003218,S0293,G03,quiz,2026-01-25 17:00:00,attended,
AT003219,S0305,G03,quiz,2026-01-25 17:00:00,attended,
AT003220,S0308,G03,quiz,2026-01-25 17:00:00,attended,
AT003221,S0318,G03,quiz,2026-01-25 17:00:00,attended,
AT003222,S0319,G03,quiz,2026-01-25 17:00:00,absent,
AT003223,S0323,G03,quiz,2026-01-25 17:00:00,attended,
AT003224,S0338,G03,quiz,2026-01-25 17:00:00,attended,
AT003225,S0354,G03,quiz,2026-01-25 17:00:00,attended,
AT003226,S0358,G03,quiz,2026-01-25 17:00:00,absent,
AT003227,S0366,G03,quiz,2026-01-25 17:00:00,absent,
AT003228,S0379,G03,quiz,2026-01-25 17:00:00,attended,
AT003229,S0388,G03,quiz,2026-01-25 17:00:00,attended,
AT003230,S0403,G03,quiz,2026-01-25 17:00:00,attended,
AT003231,S0413,G03,quiz,2026-01-25 17:00:00,attended,
AT003232,S0417,G03,quiz,2026-01-25 17:00:00,attended,
AT003233,S0421,G03,quiz,2026-01-25 17:00:00,absent,
AT003234,S0423,G03,quiz,2026-01-25 17:00:00,attended,
AT003235,S0435,G03,quiz,2026-01-25 17:00:00,absent,
AT003236,S0436,G03,quiz,2026-01-25 17:00:00,attended,
AT003237,S0446,G03,quiz,2026-01-25 17:00:00,attended,
AT003238,S0450,G03,quiz,2026-01-25 17:00:00,attended,
AT003239,S0455,G03,quiz,2026-01-25 17:00:00,attended,
AT003240,S0458,G03,quiz,2026-01-25 17:00:00,attended,
AT003241,S0459,G03,quiz,2026-01-25 17:00:00,attended,
AT003242,S0460,G03,quiz,2026-01-25 17:00:00,attended,
AT003243,S0463,G03,quiz,2026-01-25 17:00:00,absent,
AT003244,S0466,G03,quiz,2026-01-25 17:00:00,attended,
AT003245,S0468,G03,quiz,2026-01-25 17:00:00,absent,
AT003246,S0470,G03,quiz,2026-01-25 17:00:00,attended,
AT003247,S0496,G03,quiz,2026-01-25 17:00:00,attended,
AT003248,S0498,G03,quiz,2026-01-25 17:00:00,attended,
AT004499,S0007,G04,session,2026-01-03 16:00:00,attended,
AT004500,S0008,G04,session,2026-01-03 16:00:00,attended,
AT004501,S0012,G04,session,2026-01-03 16:00:00,attended,
AT004502,S0019,G04,session,2026-01-03 16:00:00,absent,
AT004503,S0026,G04,session,2026-01-03 16:00:00,absent,
AT004504,S0027,G04,session,2026-01-03 16:00:00,attended,
AT004505,S0033,G04,session,2026-01-03 16:00:00,attended,
AT004506,S0039,G04,session,2026-01-03 16:00:00,absent,
AT004507,S0044,G04,session,2026-01-03 16:00:00,attended,
AT004508,S0047,G04,session,2026-01-03 16:00:00,attended,
AT004509,S0062,G04,session,2026-01-03 16:00:00,attended,
AT004510,S0063,G04,session,2026-01-03 16:00:00,attended,
AT004511,S0068,G04,session,2026-01-03 16:00:00,absent,
AT004512,S0076,G04,session,2026-01-03 16:00:00,attended,
AT004513,S0078,G04,session,2026-01-03 16:00:00,attended,
AT004514,S0080,G04,session,2026-01-03 16:00:00,attended,
AT004515,S0081,G04,session,2026-01-03 16:00:00,attended,
AT004516,S0086,G04,session,2026-01-03 16:00:00,attended,
AT004517,S0089,G04,session,2026-01-03 16:00:00,attended,
AT004518,S0092,G04,session,2026-01-03 16:00:00,attended,
AT004519,S0099,G04,session,2026-01-03 16:00:00,attended,
AT004520,S0103,G04,session,2026-01-03 16:00:00,attended,
AT004521,S0109,G04,session,2026-01-03 16:00:00,attended,
AT004522,S0113,G04,session,2026-01-03 16:00:00,absent,
AT004523,S0119,G04,session,2026-01-03 16:00:00,attended,
AT004524,S0120,G04,session,2026-01-03 16:00:00,attended,
AT004525,S0132,G04,session,2026-01-03 16:00:00,attended,
AT004526,S0151,G04,session,2026-01-03 16:00:00,attended,
AT004527,S0172,G04,session,2026-01-03 16:00:00,attended,
AT004528,S0184,G04,session,2026-01-03 16:00:00,attended,
AT004529,S0189,G04,session,2026-01-03 16:00:00,attended,
AT004530,S0191,G04,session,2026-01-03 16:00:00,attended,
AT004531,S0193,G04,session,2026-01-03 16:00:00,attended,
AT004532,S0205,G04,session,2026-01-03 16:00:00,attended,
AT004533,S0222,G04,session,2026-01-03 16:00:00,absent,
AT004534,S0230,G04,session,2026-01-03 16:00:00,absent,
AT004535,S0241,G04,session,2026-01-03 16:00:00,attended,
AT004536,S0258,G04,session,2026-01-03 16:00:00,absent,
AT004537,S0270,G04,session,2026-01-03 16:00:00,attended,
AT004538,S0280,G04,session,2026-01-03 16:00:00,absent,
AT004539,S0295,G04,session,2026-01-03 16:00:00,absent,
AT004540,S0316,G04,session,2026-01-03 16:00:00,attended,
AT004541,S0321,G04,session,2026-01-03 16:00:00,attended,
AT004542,S0328,G04,session,2026-01-03 16:00:00,attended,
AT004543,S0341,G04,session,2026-01-03 16:00:00,attended,
AT004544,S0342,G04,session,2026-01-03 16:00:00,absent,
AT004545,S0351,G04,session,2026-01-03 16:00:00,attended,
AT004546,S0357,G04,session,2026-01-03 16:00:00,attended,
AT004547,S0359,G04,session,2026-01-03 16:00:00,attended,
AT004548,S0371,G04,session,2026-01-03 16:00:00,attended,
AT004549,S0391,G04,session,2026-01-03 16:00:00,attended,
AT004550,S0393,G04,session,2026-01-03 16:00:00,absent,
AT004551,S0396,G04,session,2026-01-03 16:00:00,attended,
AT004552,S0397,G04,session,2026-01-03 16:00:00,absent,
AT004553,S0398,G04,session,2026-01-03 16:00:00,attended,
AT004554,S0401,G04,session,2026-01-03 16:00:00,absent,
