student_id,course_id,group_id,assessment_id,assessment_title,type,score,max_score,date
S0097,C001,G02,C001-QZ,Quiz 1,quiz,70.7,100,2025-12-24
S0097,C001,G02,C001-QZ,Quiz 2,quiz,70.2,100,2026-01-07
S0097,C001,G02,C001-QZ,Quiz 3,quiz,76.9,100,2026-01-21
S0097,C001,G02,C001-QZ,Quiz 4,quiz,63.4,100,2026-02-05
S0097,C001,G02,C001-AS,Assignment 1,assignment,73.1,100,2026-02-19
S0097,C001,G02,C001-AS,Assignment 2,assignment,48.8,100,2026-03-05
S0097,C001,G02,C001-AS,Assignment 3,assignment,50.0,100,2026-03-19
S0097,C001,G02,C001-PR,Practical 1,practical,65.3,100,2026-04-03
S0097,C001,G02,C001-PR,Practical 2,practical,76.9,100,2026-04-17
S0097,C001,G02,C001-EX,Midterm Exam,exam,71.5,100,2026-05-01
S0097,C001,G02,C001-EXF,Final Exam,exam,72.7,100,2026-05-15
S0098,C001,G02,C001-QZ,Quiz 1,quiz,66.6,100,2025-12-29
S0098,C001,G02,C001-QZ,Quiz 2,quiz,77.1,100,2026-01-12
S0098,C001,G02,C001-QZ,Quiz 3,quiz,71.2,100,2026-01-26
S0098,C001,G02,C001-QZ,Quiz 4,quiz,67.7,100,2026-02-09
S0098,C001,G02,C001-AS,Assignment 1,assignment,73.6,100,2026-02-22
S0098,C001,G02,C001-AS,Assignment 2,assignment,64.5,100,2026-03-08
S0098,C001,G02,C001-AS,Assignment 3,assignment,77.6,100,2026-03-22
S0098,C001,G02,C001-PR,Practical 1,practical,79.3,100,2026-04-05
S0098,C001,G02,C001-PR,Practical 2,practical,80.0,100,2026-04-18
S0098,C001,G02,C001-EX,Midterm Exam,exam,52.8,100,2026-05-02
S0098,C001,G02,C001-EXF,Final Exam,exam,85.9,100,2026-05-16
S0099,C002,G04,C002-QZ,Quiz 1,quiz,79.5,100,2025-12-30
S0099,C002,G04,C002-QZ,Quiz 2,quiz,72.4,100,2026-01-13
S0099,C002,G04,C002-QZ,Quiz 3,quiz,71.4,100,2026-01-27
S0099,C002,G04,C002-QZ,Quiz 4,quiz,75.4,100,2026-02-09
S0099,C002,G04,C002-AS,Assignment 1,assignment,71.2,100,2026-02-23
S0099,C002,G04,C002-AS,Assignment 2,assignment,56.1,100,2026-03-09
S0099,C002,G04,C002-AS,Assignment 3,assignment,75.7,100,2026-03-22
S0099,C002,G04,C002-PR,Practical 1,practical,78.9,100,2026-04-05
S0099,C002,G04,C002-PR,Practical 2,practical,71.4,100,2026-04-19
S0099,C002,G04,C002-EX,Midterm Exam,exam,74.4,100,2026-05-02
S0099,C002,G04,C002-EXF,Final Exam,exam,75.5,100,2026-05-16
S0100,C001,G02,C001-QZ,Quiz 1,quiz,93.4,100,2025-12-26
S0100,C001,G02,C001-QZ,Quiz 2,quiz,56.8,100,2026-01-09
S0100,C001,G02,C001-QZ,Quiz 3,quiz,86.0,100,2026-01-23
S0100,C001,G02,C001-QZ,Quiz 4,quiz,89.9,100,2026-02-06
S0100,C001,G02,C001-AS,Assignment 1,assignment,73.4,100,2026-02-20
S0100,C001,G02,C001-AS,Assignment 2,assignment,65.7,100,2026-03-06
S0100,C001,G02,C001-AS,Assignment 3,assignment,71.2,100,2026-03-20
S0100,C001,G02,C001-PR,Practical 1,practical,87.5,100,2026-04-03
S0100,C001,G02,C001-PR,Practical 2,practical,80.8,100,2026-04-17
S0100,C001,G02,C001-EX,Midterm Exam,exam,89.2,100,2026-05-01
S0100,C001,G02,C001-EXF,Final Exam,exam,97.2,100,2026-05-15
S0101,C002,G03,C002-QZ,Quiz 1,quiz,83.9,100,2025-12-27
S0101,C002,G03,C002-QZ,Quiz 2,quiz,74.2,100,2026-01-10
S0101,C002,G03,C002-QZ,Quiz 3,quiz,83.3,100,2026-01-24
S0101,C002,G03,C002-QZ,Quiz 4,quiz,82.3,100,2026-02-07
S0101,C002,G03,C002-AS,Assignment 1,assignment,74.1,100,2026-02-21
S0101,C002,G03,C002-AS,Assignment 2,assignment,64.7,100,2026-03-07
S0101,C002,G03,C002-AS,Assignment 3,assignment,61.3,100,2026-03-21
S0101,C002,G03,C002-PR,Practical 1,practical,80.8,100,2026-04-04
S0101,C002,G03,C002-PR,Practical 2,practical,94.7,100,2026-04-18
S0101,C002,G03,C002-EX,Midterm Exam,exam,67.7,100,2026-05-02
S0101,C002,G03,C002-EXF,Final Exam,exam,69.2,100,2026-05-16
S0102,C001,G02,C001-QZ,Quiz 1,quiz,62.8,100,2025-12-26
S0102,C001,G02,C001-QZ,Quiz 2,quiz,60.7,100,2026-01-09
S0102,C001,G02,C001-QZ,Quiz 3,quiz,59.7,100,2026-01-23
S0102,C001,G02,C001-QZ,Quiz 4,quiz,65.2,100,2026-02-06
S0102,C001,G02,C001-AS,Assignment 1,assignment,90.5,100,2026-02-20
S0102,C001,G02,C001-AS,Assignment 2,assignment,58.3,100,2026-03-06
S0102,C001,G02,C001-AS,Assignment 3,assignment,67.4,100,2026-03-20
S0102,C001,G02,C001-PR,Practical 1,practical,70.6,100,2026-04-03
S0102,C001,G02,C001-PR,Practical 2,practical,85.3,100,2026-04-17
S0102,C001,G02,C001-EX,Midterm Exam,exam,64.0,100,2026-05-01
S0102,C001,G02,C001-EXF,Final Exam,exam,68.2,100,2026-05-15
S0103,C002,G04,C002-QZ,Quiz 1,quiz,91.1,100,2025-12-16
S0103,C002,G04,C002-QZ,Quiz 2,quiz,82.8,100,2025-12-31
S0103,C002,G04,C002-QZ,Quiz 3,quiz,69.5,100,2026-01-15
S0103,C002,G04,C002-QZ,Quiz 4,quiz,66.2,100,2026-01-30
S0103,C002,G04,C002-AS,Assignment 1,assignment,68.6,100,2026-02-14
S0103,C002,G04,C002-AS,Assignment 2,assignment,66.5,100,2026-03-01
S0103,C002,G04,C002-AS,Assignment 3,assignment,72.9,100,2026-03-16
S0103,C002,G04,C002-PR,Practical 1,practical,79.5,100,2026-03-31
S0103,C002,G04,C002-PR,Practical 2,practical,68.4,100,2026-04-15
S0103,C002,G04,C002-EX,Midterm Exam,exam,83.4,100,2026-04-30
S0103,C002,G04,C002-EXF,Final Exam,exam,94.6,100,2026-05-15
S0104,C001,G02,C001-QZ,Quiz 1,quiz,64.5,100,2025-12-29
S0104,C001,G02,C001-QZ,Quiz 2,quiz,93.4,100,2026-01-12
S0104,C001,G02,C001-QZ,Quiz 3,quiz,81.3,100,2026-01-26
S0104,C001,G02,C001-QZ,Quiz 4,quiz,96.7,100,2026-02-09
S0104,C001,G02,C001-AS,Assignment 1,assignment,75.8,100,2026-02-22
S0104,C001,G02,C001-AS,Assignment 2,assignment,75.1,100,2026-03-08
S0104,C001,G02,C001-AS,Assignment 3,assignment,83.9,100,2026-03-22
S0104,C001,G02,C001-PR,Practical 1,practical,88.0,100,2026-04-05
S0104,C001,G02,C001-PR,Practical 2,practical,74.5,100,2026-04-18
S0104,C001,G02,C001-EX,Midterm Exam,exam,89.8,100,2026-05-02
S0104,C001,G02,C001-EXF,Final Exam,exam,70.3,100,2026-05-16
S0105,C006,G09,C006-QZ,Quiz 1,quiz,76.5,100,2025-12-23
S0105,C006,G09,C006-QZ,Quiz 2,quiz,69.8,100,2026-01-06
S0105,C006,G09,C006-QZ,Quiz 3,quiz,70.3,100,2026-01-21
S0105,C006,G09,C006-QZ,Quiz 4,quiz,62.9,100,2026-02-04
S0105,C006,G09,C006-AS,Assignment 1,assignment,67.2,100,2026-02-18
S0105,C006,G09,C006-AS,Assignment 2,assignment,80.6,100,2026-03-05
S0105,C006,G09,C006-AS,Assignment 3,assignment,49.6,100,2026-03-19
S0105,C006,G09,C006-PR,Practical 1,practical,75.4,100,2026-04-02
S0105,C006,G09,C006-PR,Practical 2,practical,66.2,100,2026-04-17
S0105,C006,G09,C006-EX,Midterm Exam,exam,85.8,100,2026-05-01
S0105,C006,G09,C006-EXF,Final Exam,exam,83.6,100,2026-05-15
S0106,C005,G07,C005-QZ,Quiz 1,quiz,48.5,100,2025-12-30
S0106,C005,G07,C005-QZ,Quiz 2,quiz,65.0,100,2026-01-13
S0106,C005,G07,C005-QZ,Quiz 3,quiz,54.7,100,2026-01-27
S0106,C005,G07,C005-QZ,Quiz 4,quiz,56.0,100,2026-02-09
S0106,C005,G07,C005-AS,Assignment 1,assignment,54.7,100,2026-02-23
S0106,C005,G07,C005-AS,Assignment 2,assignment,54.2,100,2026-03-09
S0106,C005,G07,C005-AS,Assignment 3,assignment,49.4,100,2026-03-22
S0106,C005,G07,C005-PR,Practical 1,practical,72.6,100,2026-04-05
S0106,C005,G07,C005-PR,Practical 2,practical,46.4,100,2026-04-19
S0106,C005,G07,C005-EX,Midterm Exam,exam,49.9,100,2026-05-02
S0106,C005,G07,C005-EXF,Final Exam,exam,68.5,100,2026-05-16
S0107,C002,G03,C002-QZ,Quiz 1,quiz,78.1,100,2025-12-23
S0107,C002,G03,C002-QZ,Quiz 2,quiz,67.3,100,2026-01-06
S0107,C002,G03,C002-QZ,Quiz 3,quiz,77.3,100,2026-01-21
S0107,C002,G03,C002-QZ,Quiz 4,quiz,75.2,100,2026-02-04
S0107,C002,G03,C002-AS,Assignment 1,assignment,76.4,100,2026-02-18
S0107,C002,G03,C002-AS,Assignment 2,assignment,58.0,100,2026-03-05
S0107,C002,G03,C002-AS,Assignment 3,assignment,45.7,100,2026-03-19
S0107,C002,G03,C002-PR,Practical 1,practical,57.8,100,2026-04-02
S0107,C002,G03,C002-PR,Practical 2,practical,69.9,100,2026-04-17
S0107,C002,G03,C002-EX,Midterm Exam,exam,69.9,100,2026-05-01
S0107,C002,G03,C002-EXF,Final Exam,exam,70.8,100,2026-05-15
S0108,C006,G09,C006-QZ,Quiz 1,quiz,80.8,100,2025-12-29
S0108,C006,G09,C006-QZ,Quiz 2,quiz,89.0,100,2026-01-12
S0108,C006,G09,C006-QZ,Quiz 3,quiz,62.1,100,2026-01-26
S0108,C006,G09,C006-QZ,Quiz 4,quiz,77.5,100,2026-02-09
S0108,C006,G09,C006-AS,Assignment 1,assignment,72.6,100,2026-02-22
S0108,C006,G09,C006-AS,Assignment 2,assignment,76.4,100,2026-03-08
S0108,C006,G09,C006-AS,Assignment 3,assignment,81.9,100,2026-03-22
S0108,C006,G09,C006-PR,Practical 1,practical,88.0,100,2026-04-05
S0108,C006,G09,C006-PR,Practical 2,practical,79.9,100,2026-04-18
S0108,C006,G09,C006-EX,Midterm Exam,exam,71.0,100,2026-05-02
S0108,C006,G09,C006-EXF,Final Exam,exam,78.5,100,2026-05-16
S0109,C002,G04,C002-QZ,Quiz 1,quiz,84.2,100,2025-12-30
S0109,C002,G04,C002-QZ,Quiz 2,quiz,74.7,100,2026-01-13
S0109,C002,G04,C002-QZ,Quiz 3,quiz,60.8,100,2026-01-27
S0109,C002,G04,C002-QZ,Quiz 4,quiz,86.3,100,2026-02-09
S0109,C002,G04,C002-AS,Assignment 1,assignment,72.1,100,2026-02-23
S0109,C002,G04,C002-AS,Assignment 2,assignment,78.5,100,2026-03-09
S0109,C002,G04,C002-AS,Assignment 3,assignment,65.2,100,2026-03-22
S0109,C002,G04,C002-PR,Practical 1,practical,86.5,100,2026-04-05
S0109,C002,G04,C002-PR,Practical 2,practical,74.6,100,2026-04-19
S0109,C002,G04,C002-EX,Midterm Exam,exam,69.5,100,2026-05-02
S0109,C002,G04,C002-EXF,Final Exam,exam,78.1,100,2026-05-16
S0110,C006,G08,C006-QZ,Quiz 1,quiz,50.7,100,2025-12-26
S0110,C006,G08,C006-QZ,Quiz 2,quiz,53.4,100,2026-01-09
S0110,C006,G08,C006-QZ,Quiz 3,quiz,62.4,100,2026-01-23
S0110,C006,G08,C006-QZ,Quiz 4,quiz,51.6,100,2026-02-06
S0110,C006,G08,C006-AS,Assignment 1,assignment,71.0,100,2026-02-20
S0110,C006,G08,C006-AS,Assignment 2,assignment,63.9,100,2026-03-06
S0110,C006,G08,C006-AS,Assignment 3,assignment,62.5,100,2026-03-20
S0110,C006,G08,C006-PR,Practical 1,practical,80.1,100,2026-04-03
S0110,C006,G08,C006-PR,Practical 2,practical,72.1,100,2026-04-17
S0110,C006,G08,C006-EX,Midterm Exam,exam,63.9,100,2026-05-01
S0110,C006,G08,C006-EXF,Final Exam,exam,74.4,100,2026-05-15
S0111,C004,G06,C004-QZ,Quiz 1,quiz,84.7,100,2025-12-18
S0111,C004,G06,C004-QZ,Quiz 2,quiz,89.0,100,2026-01-02
S0111,C004,G06,C004-QZ,Quiz 3,quiz,73.6,100,2026-01-17
S0111,C004,G06,C004-QZ,Quiz 4,quiz,71.7,100,2026-02-01
S0111,C004,G06,C004-AS,Assignment 1,assignment,58.2,100,2026-02-15
S0111,C004,G06,C004-AS,Assignment 2,assignment,81.6,100,2026-03-02
S0111,C004,G06,C004-AS,Assignment 3,assignment,54.8,100,2026-03-17
S0111,C004,G06,C004-PR,Practical 1,practical,78.7,100,2026-04-01
S0111,C004,G06,C004-PR,Practical 2,practical,68.6,100,2026-04-15
S0111,C004,G06,C004-EX,Midterm Exam,exam,76.6,100,2026-04-30
S0111,C004,G06,C004-EXF,Final Exam,exam,73.5,100,2026-05-15
S0112,C003,G05,C003-QZ,Quiz 1,quiz,86.9,100,2025-12-31
S0112,C003,G05,C003-QZ,Quiz 2,quiz,78.3,100,2026-01-14
S0112,C003,G05,C003-QZ,Quiz 3,quiz,81.2,100,2026-01-27
S0112,C003,G05,C003-QZ,Quiz 4,quiz,72.1,100,2026-02-10
S0112,C003,G05,C003-AS,Assignment 1,assignment,72.3,100,2026-02-23
S0112,C003,G05,C003-AS,Assignment 2,assignment,71.7,100,2026-03-09
S0112,C003,G05,C003-AS,Assignment 3,assignment,72.2,100,2026-03-23
S0112,C003,G05,C003-PR,Practical 1,practical,85.4,100,2026-04-05
S0112,C003,G05,C003-PR,Practical 2,practical,73.9,100,2026-04-19
S0112,C003,G05,C003-EX,Midterm Exam,exam,74.4,100,2026-05-02
S0112,C003,G05,C003-EXF,Final Exam,exam,97.7,100,2026-05-16
S0113,C002,G04,C002-QZ,Quiz 1,quiz,71.7,100,2025-12-16
S0113,C002,G04,C002-QZ,Quiz 2,quiz,56.0,100,2025-12-31
S0113,C002,G04,C002-QZ,Quiz 3,quiz,69.7,100,2026-01-15
S0113,C002,G04,C002-QZ,Quiz 4,quiz,59.2,100,2026-01-30
S0113,C002,G04,C002-AS,Assignment 1,assignment,84.7,100,2026-02-14
S0113,C002,G04,C002-AS,Assignment 2,assignment,49.4,100,2026-03-01
S0113,C002,G04,C002-AS,Assignment 3,assignment,61.9,100,2026-03-16
S0113,C002,G04,C002-PR,Practical 1,practical,68.4,100,2026-03-31
S0113,C002,G04,C002-PR,Practical 2,practical,78.8,100,2026-04-15
S0113,C002,G04,C002-EX,Midterm Exam,exam,76.0,100,2026-04-30
S0113,C002,G04,C002-EXF,Final Exam,exam,66.2,100,2026-05-15
S0114,C006,G08,C006-QZ,Quiz 1,quiz,84.7,100,2025-12-23
S0114,C006,G08,C006-QZ,Quiz 2,quiz,89.5,100,2026-01-06
S0114,C006,G08,C006-QZ,Quiz 3,quiz,76.4,100,2026-01-21
S0114,C006,G08,C006-QZ,Quiz 4,quiz,92.0,100,2026-02-04
S0114,C006,G08,C006-AS,Assignment 1,assignment,74.1,100,2026-02-18
S0114,C006,G08,C006-AS,Assignment 2,assignment,92.3,100,2026-03-05
S0114,C006,G08,C006-AS,Assignment 3,assignment,77.5,100,2026-03-19
S0114,C006,G08,C006-PR,Practical 1,practical,70.9,100,2026-04-02
S0114,C006,G08,C006-PR,Practical 2,practical,85.5,100,2026-04-17
S0114,C006,G08,C006-EX,Midterm Exam,exam,90.0,100,2026-05-01
S0114,C006,G08,C006-EXF,Final Exam,exam,81.8,100,2026-05-15
S0115,C005,G07,C005-QZ,Quiz 1,quiz,58.9,100,2025-12-27
S0115,C005,G07,C005-QZ,Quiz 2,quiz,41.0,100,2026-01-10
S0115,C005,G07,C005-QZ,Quiz 3,quiz,45.6,100,2026-01-24
S0115,C005,G07,C005-QZ,Quiz 4,quiz,42.7,100,2026-02-07
S0115,C005,G07,C005-AS,Assignment 1,assignment,52.8,100,2026-02-21
S0115,C005,G07,C005-AS,Assignment 2,assignment,45.7,100,2026-03-07
S0115,C005,G07,C005-AS,Assignment 3,assignment,53.2,100,2026-03-21
S0115,C005,G07,C005-PR,Practical 1,practical,47.7,100,2026-04-04
S0115,C005,G07,C005-PR,Practical 2,practical,50.8,100,2026-04-18
S0115,C005,G07,C005-EX,Midterm Exam,exam,51.7,100,2026-05-02
S0115,C005,G07,C005-EXF,Final Exam,exam,47.6,100,2026-05-16
S0116,C006,G09,C006-QZ,Quiz 1,quiz,92.2,100,2025-12-25
S0116,C006,G09,C006-QZ,Quiz 2,quiz,75.7,100,2026-01-08
S0116,C006,G09,C006-QZ,Quiz 3,quiz,84.2,100,2026-01-22
S0116,C006,G09,C006-QZ,Quiz 4,quiz,83.4,100,2026-02-05
S0116,C006,G09,C006-AS,Assignment 1,assignment,87.3,100,2026-02-19
S0116,C006,G09,C006-AS,Assignment 2,assignment,53.9,100,2026-03-06
S0116,C006,G09,C006-AS,Assignment 3,assignment,59.9,100,2026-03-20
S0116,C006,G09,C006-PR,Practical 1,practical,77.4,100,2026-04-03
S0116,C006,G09,C006-PR,Practical 2,practical,84.0,100,2026-04-17
S0116,C006,G09,C006-EX,Midterm Exam,exam,87.6,100,2026-05-01
S0116,C006,G09,C006-EXF,Final Exam,exam,78.1,100,2026-05-15
S0117,C006,G08,C006-QZ,Quiz 1,quiz,57.8,100,2025-12-20
S0117,C006,G08,C006-QZ,Quiz 2,quiz,68.0,100,2026-01-04
S0117,C006,G08,C006-QZ,Quiz 3,quiz,66.7,100,2026-01-18
S0117,C006,G08,C006-QZ,Quiz 4,quiz,87.3,100,2026-02-02
S0117,C006,G08,C006-AS,Assignment 1,assignment,62.0,100,2026-02-16
S0117,C006,G08,C006-AS,Assignment 2,assignment,47.8,100,2026-03-03
S0117,C006,G08,C006-AS,Assignment 3,assignment,56.9,100,2026-03-18
S0117,C006,G08,C006-PR,Practical 1,practical,74.0,100,2026-04-01
S0117,C006,G08,C006-PR,Practical 2,practical,65.9,100,2026-04-16
S0117,C006,G08,C006-EX,Midterm Exam,exam,62.9,100,2026-04-30
S0117,C006,G08,C006-EXF,Final Exam,exam,60.7,100,2026-05-15
S0118,C004,G06,C004-QZ,Quiz 1,quiz,66.7,100,2025-12-17
S0118,C004,G06,C004-QZ,Quiz 2,quiz,67.7,100,2026-01-01
S0118,C004,G06,C004-QZ,Quiz 3,quiz,73.7,100,2026-01-16
S0118,C004,G06,C004-QZ,Quiz 4,quiz,86.5,100,2026-01-31
S0118,C004,G06,C004-AS,Assignment 1,assignment,71.5,100,2026-02-15
S0118,C004,G06,C004-AS,Assignment 2,assignment,58.6,100,2026-03-02
S0118,C004,G06,C004-AS,Assignment 3,assignment,72.1,100,2026-03-16
S0118,C004,G06,C004-PR,Practical 1,practical,69.3,100,2026-03-31
S0118,C004,G06,C004-PR,Practical 2,practical,76.2,100,2026-04-15
S0118,C004,G06,C004-EX,Midterm Exam,exam,76.4,100,2026-04-30
S0118,C004,G06,C004-EXF,Final Exam,exam,64.5,100,2026-05-15
S0119,C002,G04,C002-QZ,Quiz 1,quiz,100.0,100,2025-12-28
S0119,C002,G04,C002-QZ,Quiz 2,quiz,81.2,100,2026-01-11
S0119,C002,G04,C002-QZ,Quiz 3,quiz,91.5,100,2026-01-25
S0119,C002,G04,C002-QZ,Quiz 4,quiz,100.0,100,2026-02-08
S0119,C002,G04,C002-AS,Assignment 1,assignment,63.2,100,2026-02-22
S0119,C002,G04,C002-AS,Assignment 2,assignment,79.7,100,2026-03-08
S0119,C002,G04,C002-AS,Assignment 3,assignment,78.6,100,2026-03-21
S0119,C002,G04,C002-PR,Practical 1,practical,76.6,100,2026-04-04
S0119,C002,G04,C002-PR,Practical 2,practical,81.0,100,2026-04-18
S0119,C002,G04,C002-EX,Midterm Exam,exam,87.3,100,2026-05-02
S0119,C002,G04,C002-EXF,Final Exam,exam,86.4,100,2026-05-16
S0120,C002,G04,C002-QZ,Quiz 1,quiz,57.9,100,2025-12-20
S0120,C002,G04,C002-QZ,Quiz 2,quiz,46.6,100,2026-01-04
S0120,C002,G04,C002-QZ,Quiz 3,quiz,65.4,100,2026-01-18
S0120,C002,G04,C002-QZ,Quiz 4,quiz,51.5,100,2026-02-02
S0120,C002,G04,C002-AS,Assignment 1,assignment,51.2,100,2026-02-16
S0120,C002,G04,C002-AS,Assignment 2,assignment,34.6,100,2026-03-03
S0120,C002,G04,C002-AS,Assignment 3,assignment,50.9,100,2026-03-18
S0120,C002,G04,C002-PR,Practical 1,practical,54.2,100,2026-04-01
S0120,C002,G04,C002-PR,Practical 2,practical,50.0,100,2026-04-16
S0120,C002,G04,C002-EX,Midterm Exam,exam,64.5,100,2026-04-30
S0120,C002,G04,C002-EXF,Final Exam,exam,71.9,100,2026-05-15
S0121,C006,G09,C006-QZ,Quiz 1,quiz,62.4,100,2025-12-17
S0121,C006,G09,C006-QZ,Quiz 2,quiz,89.4,100,2026-01-01
S0121,C006,G09,C006-QZ,Quiz 3,quiz,56.5,100,2026-01-16
S0121,C006,G09,C006-QZ,Quiz 4,quiz,73.1,100,2026-01-31
S0121,C006,G09,C006-AS,Assignment 1,assignment,70.2,100,2026-02-15
S0121,C006,G09,C006-AS,Assignment 2,assignment,63.8,100,2026-03-02
S0121,C006,G09,C006-AS,Assignment 3,assignment,58.0,100,2026-03-16
S0121,C006,G09,C006-PR,Practical 1,practical,81.5,100,2026-03-31
S0121,C006,G09,C006-PR,Practical 2,practical,75.1,100,2026-04-15
S0121,C006,G09,C006-EX,Midterm Exam,exam,86.6,100,2026-04-30
S0121,C006,G09,C006-EXF,Final Exam,exam,87.4,100,2026-05-15
S0122,C006,G08,C006-QZ,Quiz 1,quiz,69.7,100,2025-12-17
S0122,C006,G08,C006-QZ,Quiz 2,quiz,70.6,100,2026-01-01
S0122,C006,G08,C006-QZ,Quiz 3,quiz,77.2,100,2026-01-16
S0122,C006,G08,C006-QZ,Quiz 4,quiz,73.5,100,2026-01-31
S0122,C006,G08,C006-AS,Assignment 1,assignment,85.1,100,2026-02-15
S0122,C006,G08,C006-AS,Assignment 2,assignment,58.2,100,2026-03-02
S0122,C006,G08,C006-AS,Assignment 3,assignment,56.5,100,2026-03-16
S0122,C006,G08,C006-PR,Practical 1,practical,60.0,100,2026-03-31
S0122,C006,G08,C006-PR,Practical 2,practical,63.5,100,2026-04-15
S0122,C006,G08,C006-EX,Midterm Exam,exam,74.1,100,2026-04-30
S0122,C006,G08,C006-EXF,Final Exam,exam,48.0,100,2026-05-15
S0123,C006,G08,C006-QZ,Quiz 1,quiz,83.1,100,2025-12-23
S0123,C006,G08,C006-QZ,Quiz 2,quiz,90.4,100,2026-01-06
S0123,C006,G08,C006-QZ,Quiz 3,quiz,81.7,100,2026-01-21
S0123,C006,G08,C006-QZ,Quiz 4,quiz,89.9,100,2026-02-04
S0123,C006,G08,C006-AS,Assignment 1,assignment,93.8,100,2026-02-18
S0123,C006,G08,C006-AS,Assignment 2,assignment,63.0,100,2026-03-05
S0123,C006,G08,C006-AS,Assignment 3,assignment,69.2,100,2026-03-19
S0123,C006,G08,C006-PR,Practical 1,practical,75.2,100,2026-04-02
S0123,C006,G08,C006-PR,Practical 2,practical,73.9,100,2026-04-17
S0123,C006,G08,C006-EX,Midterm Exam,exam,82.7,100,2026-05-01
S0123,C006,G08,C006-EXF,Final Exam,exam,77.8,100,2026-05-15
S0124,C001,G02,C001-QZ,Quiz 1,quiz,92.6,100,2025-12-30
S0124,C001,G02,C001-QZ,Quiz 2,quiz,69.9,100,2026-01-13
S0124,C001,G02,C001-QZ,Quiz 3,quiz,74.7,100,2026-01-27
S0124,C001,G02,C001-QZ,Quiz 4,quiz,67.8,100,2026-02-09
S0124,C001,G02,C001-AS,Assignment 1,assignment,82.2,100,2026-02-23
S0124,C001,G02,C001-AS,Assignment 2,assignment,63.8,100,2026-03-09
S0124,C001,G02,C001-AS,Assignment 3,assignment,67.5,100,2026-03-22
S0124,C001,G02,C001-PR,Practical 1,practical,71.3,100,2026-04-05
S0124,C001,G02,C001-PR,Practical 2,practical,81.6,100,2026-04-19
S0124,C001,G02,C001-EX,Midterm Exam,exam,69.5,100,2026-05-02
S0124,C001,G02,C001-EXF,Final Exam,exam,68.9,100,2026-05-16
S0125,C001,G01,C001-QZ,Quiz 1,quiz,79.6,100,2025-12-18
S0125,C001,G01,C001-QZ,Quiz 2,quiz,85.2,100,2026-01-02
S0125,C001,G01,C001-QZ,Quiz 3,quiz,88.7,100,2026-01-17
S0125,C001,G01,C001-QZ,Quiz 4,quiz,69.8,100,2026-02-01
S0125,C001,G01,C001-AS,Assignment 1,assignment,60.7,100,2026-02-15
S0125,C001,G01,C001-AS,Assignment 2,assignment,74.2,100,2026-03-02
S0125,C001,G01,C001-AS,Assignment 3,assignment,80.6,100,2026-03-17
S0125,C001,G01,C001-PR,Practical 1,practical,76.9,100,2026-04-01
S0125,C001,G01,C001-PR,Practical 2,practical,76.2,100,2026-04-15
S0125,C001,G01,C001-EX,Midterm Exam,exam,79.5,100,2026-04-30
S0125,C001,G01,C001-EXF,Final Exam,exam,87.7,100,2026-05-15
S0126,C001,G02,C001-QZ,Quiz 1,quiz,72.7,100,2025-12-26
S0126,C001,G02,C001-QZ,Quiz 2,quiz,72.3,100,2026-01-09
S0126,C001,G02,C001-QZ,Quiz 3,quiz,63.5,100,2026-01-23
S0126,C001,G02,C001-QZ,Quiz 4,quiz,71.8,100,2026-02-06
S0126,C001,G02,C001-AS,Assignment 1,assignment,80.2,100,2026-02-20
S0126,C001,G02,C001-AS,Assignment 2,assignment,55.4,100,2026-03-06
S0126,C001,G02,C001-AS,Assignment 3,assignment,79.9,100,2026-03-20
S0126,C001,G02,C001-PR,Practical 1,practical,76.2,100,2026-04-03
S0126,C001,G02,C001-PR,Practical 2,practical,87.1,100,2026-04-17
S0126,C001,G02,C001-EX,Midterm Exam,exam,79.1,100,2026-05-01
S0126,C001,G02,C001-EXF,Final Exam,exam,66.0,100,2026-05-15
S0127,C005,G07,C005-QZ,Quiz 1,quiz,66.7,100,2025-12-24
S0127,C005,G07,C005-QZ,Quiz 2,quiz,59.2,100,2026-01-07
S0127,C005,G07,C005-QZ,Quiz 3,quiz,45.8,100,2026-01-21
S0127,C005,G07,C005-QZ,Quiz 4,quiz,56.8,100,2026-02-05
S0127,C005,G07,C005-AS,Assignment 1,assignment,63.8,100,2026-02-19
S0127,C005,G07,C005-AS,Assignment 2,assignment,29.0,100,2026-03-05
S0127,C005,G07,C005-AS,Assignment 3,assignment,38.4,100,2026-03-19
S0127,C005,G07,C005-PR,Practical 1,practical,45.9,100,2026-04-03
S0127,C005,G07,C005-PR,Practical 2,practical,60.4,100,2026-04-17
S0127,C005,G07,C005-EX,Midterm Exam,exam,55.8,100,2026-05-01
S0127,C005,G07,C005-EXF,Final Exam,exam,51.6,100,2026-05-15
S0128,C001,G01,C001-QZ,Quiz 1,quiz,83.3,100,2025-12-27
S0128,C001,G01,C001-QZ,Quiz 2,quiz,68.2,100,2026-01-10
S0128,C001,G01,C001-QZ,Quiz 3,quiz,69.5,100,2026-01-24
S0128,C001,G01,C001-QZ,Quiz 4,quiz,80.1,100,2026-02-07
S0128,C001,G01,C001-AS,Assignment 1,assignment,77.1,100,2026-02-21
S0128,C001,G01,C001-AS,Assignment 2,assignment,66.6,100,2026-03-07
S0128,C001,G01,C001-AS,Assignment 3,assignment,72.9,100,2026-03-21
S0128,C001,G01,C001-PR,Practical 1,practical,68.3,100,2026-04-04
