event_id,student_id,event_type,event_datetime,duration_seconds,device
EV009691,S0154,login,2026-03-04T11:47:07,,web
EV009692,S0154,resource_download,2026-02-01T20:02:17,,web
EV009693,S0154,video_watch,2026-05-30T01:40:38,637.0,web
EV009694,S0154,resource_download,2026-04-05T11:22:38,,mobile
EV009695,S0154,video_watch,2026-01-06T14:23:23,710.0,web
EV009696,S0154,quiz_attempt,2026-01-07T04:17:14,,web
EV009697,S0154,login,2026-01-10T20:49:31,,web
EV009698,S0154,login,2026-02-12T01:57:40,,mobile
EV009699,S0154,video_watch,2026-04-29T05:25:01,617.0,web
EV009700,S0154,resource_download,2026-04-19T13:37:18,,mobile
EV009701,S0154,video_watch,2026-02-22T11:54:34,332.0,web
EV009702,S0154,forum_post,2026-04-09T01:37:33,,web
EV009703,S0154,login,2026-02-22T17:11:22,,mobile
EV009704,S0154,quiz_attempt,2026-01-11T21:34:51,,mobile
EV009705,S0154,resource_download,2026-03-16T23:10:59,,web
EV009706,S0154,login,2026-01-25T18:39:21,,mobile
EV009707,S0154,video_watch,2025-12-21T18:32:37,68.0,web
EV009708,S0154,video_watch,2026-01-25T13:10:50,549.0,web
EV009709,S0154,login,2026-01-18T15:26:27,,web
EV009710,S0154,video_watch,2026-04-10T21:54:05,463.0,mobile
EV009711,S0154,video_watch,2026-05-28T10:00:38,317.0,web
EV009712,S0154,login,2026-02-28T15:55:49,,mobile
EV009713,S0154,quiz_attempt,2026-03-20T18:48:35,,web
EV009714,S0154,login,2026-02-02T13:55:58,,mobile
EV009715,S0154,video_watch,2026-05-01T21:04:31,735.0,mobile
EV009716,S0154,quiz_attempt,2026-01-01T10:09:42,,web
EV009717,S0154,login,2026-01-01T03:08:21,,mobile
EV009718,S0154,login,2026-03-23T14:55:27,,web
EV009719,S0154,resource_download,2026-01-05T13:28:49,,mobile
EV009720,S0154,login,2025-12-24T07:06:23,,mobile
EV009721,S0154,forum_post,2026-02-20T03:32:08,,web
EV009722,S0154,video_watch,2025-12-18T12:05:36,254.0,web
EV009723,S0154,resource_download,2026-04-06T14:51:49,,mobile
EV009724,S0154,login,2026-02-10T06:40:52,,web
EV009725,S0154,video_watch,2026-01-23T14:28:57,693.0,web
EV009726,S0154,video_watch,2026-04-08T08:41:57,287.0,web
EV009727,S0154,login,2026-03-30T16:24:22,,mobile
EV009728,S0154,video_watch,2026-05-07T23:41:43,596.0,web
EV009729,S0154,resource_download,2026-01-31T06:32:51,,web
EV009730,S0154,video_watch,2026-05-24T05:42:29,756.0,web
EV009731,S0154,video_watch,2026-02-13T04:54:46,502.0,web
EV009732,S0154,video_watch,2026-04-22T09:33:07,907.0,web
EV009733,S0154,video_watch,2026-05-09T11:33:08,953.0,web
EV009734,S0154,login,2026-01-31T20:30:46,,web
EV009735,S0155,login,2026-02-06T20:34:37,,web
EV009736,S0155,login,2026-05-04T19:55:18,,web
EV009737,S0155,video_watch,2026-05-20T15:51:55,693.0,mobile
EV009738,S0155,resource_download,2026-03-20T16:06:52,,web
EV009739,S0155,login,2026-01-25T19:29:52,,mobile
EV009740,S0155,forum_post,2026-01-24T03:30:22,,web
EV009741,S0155,video_watch,2026-04-17T03:12:58,797.0,mobile
EV009742,S0155,login,2025-12-26T08:45:37,,mobile
EV009743,S0155,login,2026-04-08T19:29:33,,mobile
EV009744,S0155,forum_post,2026-04-05T17:17:30,,web
EV009745,S0155,video_watch,2026-03-15T16:38:48,694.0,web
EV009746,S0155,resource_download,2026-05-10T15:09:52,,web
EV009747,S0155,forum_post,2026-01-18T02:46:38,,mobile
EV009748,S0155,login,2026-04-11T08:28:43,,web
EV009749,S0155,resource_download,2026-04-16T01:21:06,,web
EV009750,S0155,video_watch,2026-01-10T12:59:22,672.0,web
EV009751,S0155,forum_post,2026-02-20T05:32:39,,web
EV009752,S0155,quiz_attempt,2026-03-09T03:40:43,,web
EV009753,S0155,video_watch,2026-01-18T21:30:13,480.0,web
EV009754,S0155,login,2026-05-07T12:34:06,,web
EV009755,S0155,quiz_attempt,2026-05-15T00:49:23,,mobile
EV009756,S0155,login,2026-02-10T17:02:01,,web
EV009757,S0155,resource_download,2026-02-11T16:54:04,,web
EV009758,S0155,login,2026-02-03T13:14:33,,mobile
EV009759,S0155,video_watch,2026-04-25T03:55:59,247.0,mobile
EV009760,S0155,resource_download,2026-03-19T16:44:20,,mobile
EV009761,S0155,quiz_attempt,2026-04-17T17:50:43,,mobile
EV009762,S0155,forum_post,2026-04-19T12:26:12,,web
EV009763,S0155,forum_post,2026-05-11T12:31:12,,mobile
EV009764,S0155,login,2026-01-05T04:21:29,,mobile
EV009765,S0155,login,2026-02-23T03:52:24,,web
EV009766,S0155,resource_download,2026-02-15T12:28:43,,web
EV009767,S0155,login,2026-04-15T03:25:20,,mobile
EV009768,S0155,login,2026-02-20T21:31:24,,web
EV009769,S0155,login,2025-12-14T00:42:18,,web
EV009770,S0155,quiz_attempt,2026-04-20T20:45:32,,web
EV009771,S0155,login,2026-02-01T11:50:24,,web
EV009772,S0155,forum_post,2026-03-20T00:32:56,,web
EV009773,S0155,login,2025-12-23T02:09:25,,mobile
EV009774,S0155,resource_download,2026-05-29T04:11:08,,mobile
EV009775,S0155,forum_post,2025-12-20T21:55:22,,web
EV009776,S0155,video_watch,2026-01-11T08:12:15,307.0,web
EV009777,S0155,quiz_attempt,2026-01-16T14:01:24,,mobile
EV009778,S0155,forum_post,2026-02-01T06:59:09,,web
EV009779,S0155,video_watch,2026-04-04T22:09:41,1061.0,web
EV009780,S0155,forum_post,2026-05-20T12:43:10,,mobile
EV009781,S0155,login,2026-03-26T17:42:49,,mobile
EV009782,S0155,resource_download,2026-05-09T22:17:54,,mobile
EV009783,S0155,resource_download,2026-02-28T12:09:05,,web
EV009784,S0155,quiz_attempt,2026-01-22T14:58:25,,web
EV009785,S0155,login,2026-05-28T19:36:37,,web
EV009786,S0155,quiz_attempt,2026-05-05T17:34:43,,web
EV009787,S0155,video_watch,2026-05-07T10:39:36,649.0,mobile
EV009788,S0155,resource_download,2026-01-23T08:58:21,,web
EV009789,S0155,forum_post,2026-04-09T16:45:02,,web
EV009790,S0155,login,2026-01-28T15:20:26,,web
EV009791,S0155,login,2026-01-25T01:33:06,,web
EV009792,S0155,video_watch,2026-03-16T11:43:08,536.0,web
EV009793,S0156,video_watch,2025-12-28T19:00:05,447.0,mobile
EV009794,S0156,login,2026-04-01T00:31:46,,web
EV009795,S0156,video_watch,2025-12-18T14:53:02,713.0,web
EV009796,S0156,forum_post,2026-02-11T22:40:50,,mobile
EV009797,S0156,video_watch,2026-05-09T06:13:03,612.0,web
EV009798,S0156,resource_download,2026-05-02T04:40:14,,web
EV009799,S0156,login,2026-05-01T12:56:43,,mobile
EV009800,S0156,login,2026-05-26T15:07:55,,mobile
EV009801,S0156,video_watch,2026-04-21T11:57:13,689.0,mobile
EV009802,S0156,video_watch,2026-04-27T06:43:24,530.0,web
EV009803,S0156,video_watch,2026-01-08T13:25:44,404.0,web
EV009804,S0156,login,2026-05-05T10:11:55,,mobile
EV009805,S0156,login,2026-04-05T23:13:18,,web
EV009806,S0156,video_watch,2026-01-06T01:45:28,432.0,web
EV009807,S0156,login,2026-04-26T14:32:30,,mobile
EV009808,S0156,resource_download,2026-02-25T08:05:55,,web
EV009809,S0156,resource_download,2026-02-24T22:45:06,,mobile
EV009810,S0156,forum_post,2026-05-10T00:25:27,,web
EV009811,S0156,video_watch,2026-04-07T19:20:23,440.0,mobile
EV009812,S0156,login,2026-04-14T02:14:08,,web
EV009813,S0156,login,2026-01-31T17:10:09,,web
EV009814,S0156,login,2026-04-10T10:45:09,,web
EV009815,S0156,resource_download,2026-01-16T23:21:46,,web
EV009816,S0156,login,2026-05-23T15:43:34,,mobile
EV009817,S0156,login,2026-03-29T07:14:58,,mobile
EV009818,S0156,quiz_attempt,2026-04-25T07:05:39,,mobile
EV009819,S0156,quiz_attempt,2026-02-04T09:25:28,,web
EV009820,S0156,forum_post,2026-05-07T19:45:20,,mobile
EV009821,S0156,login,2026-01-06T22:01:45,,web
EV009822,S0156,resource_download,2026-05-16T20:28:40,,web
EV009823,S0156,quiz_attempt,2026-05-30T17:57:24,,mobile
EV009824,S0156,video_watch,2025-12-22T09:29:40,596.0,web
EV009825,S0156,resource_download,2026-02-12T01:09:50,,web
EV009826,S0156,login,2026-01-13T21:04:08,,web
EV009827,S0156,quiz_attempt,2026-04-06T11:57:53,,mobile
EV009828,S0156,quiz_attempt,2026-05-30T22:14:31,,mobile
EV009829,S0156,login,2026-01-05T22:52:43,,web
EV009830,S0156,video_watch,2026-04-14T11:06:30,286.0,web
EV009831,S0156,login,2026-05-15T20:03:12,,web
EV009832,S0156,video_watch,2026-02-01T12:35:43,347.0,web
EV009833,S0156,video_watch,2026-01-07T13:34:40,624.0,web
EV009834,S0156,resource_download,2026-04-26T23:28:15,,web
EV009835,S0156,video_watch,2026-05-02T04:06:43,571.0,web
EV009836,S0156,login,2025-12-27T03:38:03,,web
EV009837,S0156,login,2026-03-12T07:00:48,,mobile
EV009838,S0156,resource_download,2026-04-18T00:33:06,,web
EV009839,S0156,quiz_attempt,2026-02-24T11:52:31,,web
EV009840,S0156,video_watch,2026-01-23T01:15:19,635.0,mobile
EV009841,S0156,login,2026-01-20T15:12:12,,web
EV009842,S0156,login,2026-03-26T04:39:09,,web
EV009843,S0156,forum_post,2026-01-30T23:20:44,,web
EV009844,S0156,quiz_attempt,2026-02-20T16:47:09,,web
EV009845,S0156,login,2026-02-05T10:42:55,,web
EV009846,S0156,video_watch,2026-01-18T06:50:22,588.0,web
EV009847,S0156,video_watch,2026-03-30T18:46:31,1101.0,web
EV009848,S0156,forum_post,2026-04-03T08:26:32,,web
EV009849,S0156,login,2026-01-05T22:38:20,,web
EV009850,S0156,login,2026-01-18T07:54:16,,web
EV009851,S0156,forum_post,2026-04-11T01:27:01,,mobile
EV009852,S0156,login,2026-03-30T23:51:55,,mobile
EV009853,S0156,login,2026-01-14T06:51:22,,web
EV009854,S0156,resource_download,2026-01-07T12:44:08,,web
EV009855,S0156,login,2026-05-01T18:58:26,,web
EV009856,S0156,quiz_attempt,2026-05-06T20:18:21,,mobile
EV009857,S0156,resource_download,2026-05-19T00:32:52,,mobile
EV009858,S0156,login,2026-02-26T22:30:16,,web
EV009859,S0156,login,2026-02-23T23:30:53,,web
EV009860,S0156,video_watch,2026-04-25T07:55:49,622.0,mobile
EV009861,S0156,video_watch,2026-02-04T20:50:55,521.0,web
EV009862,S0156,login,2026-02-14T08:08:11,,web
EV009863,S0156,login,2026-04-25T20:14:42,,web
EV009864,S0156,video_watch,2026-02-04T08:59:31,617.0,web
EV009865,S0156,login,2026-05-28T05:44:11,,web
EV009866,S0156,login,2026-05-18T10:32:19,,mobile
EV009867,S0156,forum_post,2026-02-25T11:55:18,,mobile
EV009868,S0157,forum_post,2025-12-02T18:06:30,,web
EV009869,S0157,quiz_attempt,2026-01-31T07:47:36,,mobile
EV009870,S0157,video_watch,2025-12-18T13:54:18,473.0,mobile
EV009871,S0157,login,2026-05-30T22:51:14,,mobile
EV009872,S0157,video_watch,2026-01-02T06:33:26,620.0,web
EV009873,S0157,resource_download,2025-12-06T19:11:53,,web
EV009874,S0157,login,2025-12-29T19:09:23,,web
EV009875,S0157,video_watch,2026-05-13T01:20:25,562.0,web
EV009876,S0157,video_watch,2026-05-30T16:48:09,425.0,web
EV009877,S0157,login,2025-12-11T02:38:25,,web
EV009878,S0157,login,2026-05-26T20:17:39,,web
EV009879,S0157,resource_download,2026-02-22T11:56:04,,mobile
EV009880,S0157,quiz_attempt,2026-02-20T23:45:22,,web
EV009881,S0157,login,2026-04-11T16:00:36,,mobile
EV009882,S0157,quiz_attempt,2026-02-09T07:28:28,,web
EV009883,S0157,login,2026-03-03T00:24:00,,mobile
EV009884,S0157,forum_post,2026-05-24T21:28:54,,web
EV009885,S0157,login,2026-01-10T10:20:40,,web
EV009886,S0157,video_watch,2025-12-03T02:45:47,505.0,web
EV009887,S0157,quiz_attempt,2026-02-12T19:53:43,,web
EV009888,S0157,login,2026-05-30T13:21:02,,web
EV009889,S0157,login,2026-03-28T03:24:46,,web
EV009890,S0157,video_watch,2025-12-24T12:32:49,802.0,mobile
EV009891,S0157,login,2025-12-17T22:23:09,,mobile
EV009892,S0157,login,2025-12-21T10:28:52,,web
EV009893,S0157,resource_download,2025-12-11T03:51:09,,web
EV009894,S0157,login,2026-03-08T07:26:01,,web
EV009895,S0157,forum_post,2026-02-02T13:08:07,,mobile
EV009896,S0157,video_watch,2026-02-21T00:50:45,531.0,mobile
EV009897,S0157,login,2026-04-19T01:32:28,,mobile
EV009898,S0157,quiz_attempt,2026-01-06T00:31:56,,mobile
EV009899,S0157,login,2025-12-16T11:26:17,,mobile
EV009900,S0157,login,2026-05-05T18:57:42,,web
EV009901,S0157,login,2026-04-14T06:04:45,,mobile
EV009902,S0157,login,2026-05-10T04:49:07,,mobile
EV009903,S0157,login,2026-02-12T17:48:19,,mobile
EV009904,S0157,quiz_attempt,2026-01-26T03:34:33,,mobile
EV009905,S0157,quiz_attempt,2025-12-02T03:14:13,,mobile
EV009906,S0157,video_watch,2026-03-28T07:31:36,285.0,mobile
EV009907,S0157,login,2026-02-07T03:42:21,,web
EV009908,S0157,forum_post,2025-12-19T06:27:11,,web
EV009909,S0157,login,2026-04-29T11:21:23,,web
EV009910,S0157,quiz_attempt,2026-05-22T15:34:18,,mobile
EV009911,S0157,login,2026-01-31T05:50:21,,web
EV009912,S0157,quiz_attempt,2026-01-19T21:24:17,,mobile
EV009913,S0157,quiz_attempt,2026-04-14T22:40:53,,mobile
EV009914,S0157,video_watch,2026-05-23T08:28:38,419.0,web
EV009915,S0157,login,2026-05-08T23:58:28,,web
EV009916,S0157,quiz_attempt,2025-12-04T23:38:13,,mobile
EV009917,S0157,login,2026-01-29T22:17:25,,web
EV009918,S0157,video_watch,2026-01-23T18:48:22,60.0,web
EV009919,S0157,login,2026-02-26T19:47:46,,mobile
EV009920,S0157,login,2026-01-19T13:32:30,,web
EV009921,S0158,login,2025-12-29T14:16:02,,web
EV009922,S0158,login,2026-03-22T05:03:33,,web
EV009923,S0158,quiz_attempt,2025-12-15T02:08:08,,web
EV009924,S0158,login,2026-05-07T20:53:26,,web
EV009925,S0158,video_watch,2026-04-01T19:32:08,891.0,mobile
EV009926,S0158,login,2026-04-04T10:36:07,,web
EV009927,S0158,resource_download,2026-01-15T11:32:39,,web
EV009928,S0158,login,2026-02-02T20:47:37,,web
EV009929,S0158,video_watch,2026-04-15T17:57:21,361.0,web
EV009930,S0158,forum_post,2026-03-19T18:39:45,,web
EV009931,S0158,quiz_attempt,2026-04-17T05:07:36,,web
EV009932,S0158,login,2026-05-19T00:13:28,,web
EV009933,S0158,login,2026-01-22T03:23:11,,mobile
EV009934,S0158,login,2026-03-26T16:56:53,,web
EV009935,S0158,login,2025-12-28T22:27:16,,web
EV009936,S0158,login,2025-12-20T03:39:06,,web
EV009937,S0158,login,2026-05-12T03:54:04,,mobile
EV009938,S0158,video_watch,2026-03-08T14:52:44,659.0,web
EV009939,S0158,resource_download,2026-05-05T12:36:36,,mobile
EV009940,S0158,resource_download,2026-01-30T23:06:17,,web
EV009941,S0158,resource_download,2026-04-28T04:37:32,,web
EV009942,S0158,video_watch,2026-04-05T19:04:48,826.0,web
EV009943,S0158,video_watch,2026-03-05T22:05:15,847.0,web
EV009944,S0158,login,2026-02-04T18:02:08,,web
EV009945,S0158,login,2026-03-14T06:56:19,,web
EV009946,S0158,login,2026-01-29T05:31:39,,web
EV009947,S0158,resource_download,2026-02-03T18:18:37,,mobile
EV009948,S0158,video_watch,2026-05-25T16:38:53,885.0,web
EV009949,S0158,quiz_attempt,2026-03-03T11:36:31,,web
EV009950,S0158,quiz_attempt,2026-04-14T00:45:37,,mobile
EV009951,S0158,quiz_attempt,2026-02-09T11:46:23,,web
EV009952,S0158,login,2026-05-15T13:47:31,,web
EV009953,S0158,login,2026-05-30T20:01:30,,web
EV009954,S0158,video_watch,2026-01-24T16:56:09,255.0,web
EV009955,S0158,login,2026-05-15T21:44:29,,mobile
EV009956,S0158,login,2026-02-07T00:04:50,,web
EV009957,S0158,login,2026-01-18T09:19:52,,mobile
EV009958,S0158,login,2025-12-31T23:44:26,,web
EV009959,S0158,quiz_attempt,2026-03-28T03:27:05,,mobile
EV009960,S0158,video_watch,2026-02-15T10:54:45,730.0,web
EV009961,S0158,video_watch,2026-02-01T07:47:54,328.0,web
EV009962,S0158,quiz_attempt,2026-02-21T06:38:21,,mobile
EV009963,S0158,video_watch,2026-01-13T16:06:40,429.0,web
EV009964,S0158,video_watch,2026-05-08T01:42:00,793.0,web
EV009965,S0158,login,2026-02-25T20:01:34,,mobile
EV009966,S0158,video_watch,2025-12-17T17:41:47,661.0,mobile
EV009967,S0158,quiz_attempt,2026-01-12T18:24:19,,mobile
EV009968,S0158,video_watch,2026-01-12T22:01:58,774.0,mobile
EV009969,S0158,login,2026-04-24T01:27:00,,web
EV009970,S0158,login,2025-12-23T15:17:58,,web
EV009971,S0158,quiz_attempt,2026-04-06T14:02:00,,web
EV009972,S0158,quiz_attempt,2026-04-14T05:58:55,,web
EV009973,S0158,quiz_attempt,2026-05-11T20:52:55,,mobile
EV009974,S0158,video_watch,2026-04-23T18:53:47,443.0,mobile
EV009975,S0158,resource_download,2026-03-09T06:42:50,,web
EV009976,S0158,quiz_attempt,2026-05-17T22:42:31,,mobile
EV009977,S0158,video_watch,2026-02-20T03:14:25,924.0,web
EV009978,S0158,login,2026-04-02T23:10:46,,web
EV009979,S0158,login,2026-01-13T11:34:49,,web
EV009980,S0158,login,2026-03-23T02:51:47,,mobile
EV009981,S0158,login,2025-12-22T04:52:47,,web
EV009982,S0158,resource_download,2026-01-30T02:34:19,,web
EV009983,S0158,login,2026-05-16T01:41:56,,web
EV009984,S0158,login,2026-05-30T06:38:53,,web
EV009985,S0158,video_watch,2026-03-27T06:28:11,767.0,web
EV009986,S0158,video_watch,2026-04-02T05:09:21,807.0,web
EV009987,S0158,forum_post,2026-03-22T06:52:32,,mobile
EV009988,S0158,video_watch,2026-01-10T08:24:23,413.0,web
EV009989,S0159,quiz_attempt,2025-12-19T04:04:28,,mobile
EV009990,S0159,video_watch,2026-04-01T05:44:45,574.0,web
EV009991,S0159,quiz_attempt,2026-02-14T23:04:04,,web
EV009992,S0159,login,2026-01-04T15:52:04,,web
EV009993,S0159,resource_download,2025-12-22T23:31:55,,web
EV009994,S0159,quiz_attempt,2026-03-30T11:49:36,,mobile
EV009995,S0159,login,2025-12-13T19:57:17,,web
EV009996,S0159,resource_download,2026-02-04T12:20:26,,web
EV009997,S0159,login,2025-12-11T19:44:42,,web
EV009998,S0159,quiz_attempt,2026-04-29T18:05:20,,web
EV009999,S0159,video_watch,2026-04-03T01:58:21,515.0,mobile
EV010000,S0159,video_watch,2026-01-25T20:25:34,763.0,web
EV010001,S0159,login,2026-01-24T22:52:18,,web
EV010002,S0159,login,2026-04-18T10:17:58,,web
EV010003,S0159,login,2026-04-19T08:27:45,,web
EV010004,S0159,video_watch,2025-12-10T04:51:57,754.0,web
EV010005,S0159,quiz_attempt,2026-05-07T04:29:41,,mobile
EV010006,S0159,login,2026-01-08T07:32:09,,web
EV010007,S0159,quiz_attempt,2026-01-18T07:04:20,,web
EV010008,S0159,video_watch,2026-02-05T06:42:11,468.0,web
EV010009,S0159,login,2025-12-29T20:38:29,,web
EV010010,S0159,resource_download,2026-02-20T07:41:35,,mobile
EV010011,S0159,resource_download,2025-12-04T04:34:24,,web
EV010012,S0159,video_watch,2026-05-29T11:18:32,1049.0,web
EV010013,S0159,video_watch,2026-05-12T01:51:17,1001.0,mobile
EV010014,S0159,login,2026-01-06T06:32:09,,web
EV010015,S0159,login,2025-12-16T06:34:03,,mobile
EV010016,S0159,login,2026-04-28T06:19:35,,web
EV010017,S0159,login,2026-01-16T21:08:00,,mobile
EV010018,S0159,video_watch,2026-04-25T20:13:46,759.0,web
EV010019,S0159,quiz_attempt,2025-12-08T00:29:11,,mobile
EV010020,S0159,resource_download,2025-12-26T18:36:16,,web
EV010021,S0159,video_watch,2026-04-17T20:01:19,724.0,web
EV010022,S0159,login,2025-12-22T21:30:29,,web
EV010023,S0159,resource_download,2026-02-27T15:28:14,,mobile
EV010024,S0159,resource_download,2026-02-28T01:05:48,,mobile
EV010025,S0159,quiz_attempt,2025-12-29T14:05:13,,mobile
EV010026,S0159,resource_download,2025-12-12T20:00:29,,web
EV010027,S0159,video_watch,2026-05-05T22:44:56,704.0,web
EV010028,S0159,login,2026-05-23T01:44:04,,web
EV010029,S0159,login,2025-12-22T19:30:44,,web
EV010030,S0159,resource_download,2026-05-26T05:27:40,,mobile
EV010031,S0159,video_watch,2026-03-03T03:55:20,328.0,mobile
EV010032,S0159,video_watch,2026-03-26T06:35:49,660.0,web
EV010033,S0159,video_watch,2026-03-08T01:34:55,658.0,web
EV010034,S0159,login,2025-12-18T11:56:07,,mobile
EV010035,S0159,video_watch,2026-02-02T14:25:01,522.0,web
EV010036,S0159,login,2026-04-18T22:29:02,,web
EV010037,S0159,video_watch,2026-05-17T02:18:15,576.0,web
EV010038,S0159,login,2026-05-16T20:59:54,,web
EV010039,S0159,video_watch,2026-01-02T09:56:05,161.0,web
EV010040,S0159,login,2025-12-30T21:26:40,,mobile
EV010041,S0159,login,2026-03-25T05:29:27,,web
EV010042,S0159,forum_post,2026-01-26T17:43:39,,mobile
EV010043,S0159,login,2026-04-26T06:18:30,,web
EV010044,S0159,video_watch,2026-01-18T02:05:32,418.0,web
EV010045,S0159,login,2025-12-24T16:41:35,,web
EV010046,S0159,video_watch,2026-05-21T20:44:15,822.0,mobile
EV010047,S0159,quiz_attempt,2026-04-10T17:59:14,,mobile
EV010048,S0159,quiz_attempt,2025-12-19T16:36:48,,web
EV010049,S0159,video_watch,2026-05-19T20:12:23,984.0,web
EV010050,S0159,quiz_attempt,2026-02-17T04:29:08,,web
EV010051,S0159,login,2026-02-14T16:54:57,,mobile
EV010052,S0159,login,2026-05-27T05:47:12,,web
EV010053,S0159,login,2026-02-07T11:36:25,,mobile
EV010054,S0159,login,2026-01-30T19:54:25,,web
EV010055,S0159,resource_download,2026-01-19T08:16:09,,web
EV010056,S0159,login,2026-02-21T11:21:15,,web
EV010057,S0159,forum_post,2026-04-28T12:37:35,,mobile
EV010058,S0159,forum_post,2026-03-29T23:55:39,,web
EV010059,S0159,video_watch,2025-12-12T15:13:05,449.0,web
EV010060,S0159,login,2025-12-20T16:50:12,,web
EV010061,S0159,video_watch,2026-01-11T21:11:42,674.0,mobile
EV010062,S0159,resource_download,2026-04-08T20:02:57,,mobile
EV010063,S0159,quiz_attempt,2026-04-17T18:37:24,,web
EV010064,S0159,resource_download,2026-05-20T00:08:33,,web
EV010065,S0159,login,2026-03-27T19:06:14,,web
EV010066,S0159,login,2026-04-06T22:05:19,,web
EV010067,S0159,video_watch,2026-02-11T04:23:06,857.0,web
EV010068,S0159,resource_download,2026-05-01T08:20:22,,web
EV010069,S0159,quiz_attempt,2026-02-10T23:36:31,,mobile
EV010070,S0159,video_watch,2026-02-04T05:04:08,534.0,mobile
EV010071,S0159,login,2026-04-23T12:45:10,,web
EV010072,S0159,login,2026-01-16T20:16:20,,web
EV010073,S0159,login,2025-12-12T11:29:16,,mobile
EV010074,S0160,video_watch,2026-01-26T01:36:50,521.0,mobile
EV010075,S0160,login,2026-05-09T10:46:38,,mobile
EV010076,S0160,resource_download,2026-03-21T12:20:19,,web
EV010077,S0160,login,2026-01-07T11:25:19,,web
EV010078,S0160,login,2026-04-26T03:34:15,,web
EV010079,S0160,forum_post,2026-01-23T15:49:25,,web
EV010080,S0160,login,2025-12-05T07:06:39,,mobile
EV010081,S0160,login,2025-12-07T12:06:39,,web
EV010082,S0160,forum_post,2026-04-13T13:21:47,,mobile
EV010083,S0160,login,2026-03-21T03:59:40,,mobile
EV010084,S0160,video_watch,2026-02-24T04:19:44,766.0,mobile
EV010085,S0160,video_watch,2026-04-06T10:35:45,271.0,mobile
EV010086,S0160,video_watch,2026-03-22T23:50:41,307.0,mobile
EV010087,S0160,resource_download,2026-02-16T22:57:51,,mobile
EV010088,S0160,login,2026-01-12T02:13:49,,mobile
EV010089,S0160,forum_post,2025-12-06T10:51:16,,mobile
EV010090,S0160,resource_download,2026-02-22T22:27:36,,web
EV010091,S0160,resource_download,2026-05-14T12:53:24,,mobile
EV010092,S0160,forum_post,2025-12-24T02:33:26,,web
EV010093,S0160,video_watch,2026-05-09T16:22:38,584.0,web
EV010094,S0160,video_watch,2026-03-15T18:19:01,547.0,mobile
EV010095,S0160,video_watch,2026-04-12T19:09:56,516.0,web
EV010096,S0160,quiz_attempt,2026-05-24T18:38:00,,mobile
EV010097,S0160,video_watch,2025-12-28T16:41:57,643.0,web
EV010098,S0160,login,2026-01-25T03:39:30,,mobile
EV010099,S0160,quiz_attempt,2026-02-01T00:27:41,,mobile
EV010100,S0160,video_watch,2025-12-17T11:09:32,342.0,web
EV010101,S0160,login,2026-03-04T19:06:43,,web
EV010102,S0160,resource_download,2026-02-08T19:13:49,,mobile
EV010103,S0160,video_watch,2026-05-28T03:49:23,254.0,web
EV010104,S0160,login,2026-04-20T13:16:19,,web
EV010105,S0160,quiz_attempt,2026-05-12T05:19:36,,web
EV010106,S0160,login,2026-02-22T17:07:26,,mobile
EV010107,S0160,login,2025-12-27T17:36:46,,mobile
EV010108,S0160,resource_download,2026-01-07T12:59:19,,mobile
EV010109,S0160,video_watch,2026-04-04T16:49:06,428.0,mobile
EV010110,S0160,video_watch,2026-04-21T08:28:49,450.0,mobile
EV010111,S0160,quiz_attempt,2026-02-23T09:47:02,,mobile
EV010112,S0160,video_watch,2026-03-26T11:53:22,471.0,web
EV010113,S0160,login,2025-12-06T10:17:20,,web
EV010114,S0160,login,2026-01-23T23:04:27,,web
EV010115,S0160,quiz_attempt,2026-04-12T22:53:12,,mobile
EV010116,S0160,video_watch,2026-01-02T18:09:22,781.0,web
EV010117,S0160,video_watch,2026-05-19T04:30:52,682.0,mobile
EV010118,S0160,video_watch,2025-12-10T10:30:33,634.0,mobile
EV010119,S0160,video_watch,2026-04-12T14:51:57,572.0,mobile
EV010120,S0160,video_watch,2026-01-20T20:25:44,441.0,mobile
EV010121,S0160,resource_download,2026-05-08T20:49:06,,web
EV010122,S0160,quiz_attempt,2026-05-13T19:50:21,,web
EV010123,S0160,video_watch,2026-04-21T15:05:26,357.0,mobile
EV010124,S0160,video_watch,2026-02-04T13:41:38,288.0,web
EV010125,S0160,resource_download,2026-05-05T09:12:46,,web
EV010126,S0160,login,2026-02-05T01:24:06,,web
EV010127,S0160,login,2026-02-19T08:53:41,,mobile
EV010128,S0160,video_watch,2026-02-18T03:07:20,389.0,mobile
EV010129,S0161,resource_download,2026-05-11T10:02:51,,web
EV010130,S0161,login,2026-03-22T17:00:02,,web
EV010131,S0161,video_watch,2026-03-02T22:38:04,367.0,web
EV010132,S0161,forum_post,2026-05-28T04:05:53,,mobile
EV010133,S0161,resource_download,2026-05-22T12:06:04,,web
EV010134,S0161,video_watch,2025-12-18T16:47:54,632.0,mobile
EV010135,S0161,forum_post,2026-03-20T11:05:20,,mobile
EV010136,S0161,quiz_attempt,2025-12-26T12:07:39,,mobile
EV010137,S0161,login,2026-03-08T01:47:26,,mobile
EV010138,S0161,quiz_attempt,2026-04-22T10:43:28,,mobile
EV010139,S0161,quiz_attempt,2026-02-26T09:18:55,,mobile
EV010140,S0161,resource_download,2026-03-02T03:36:42,,web
EV010141,S0161,quiz_attempt,2026-01-31T05:10:54,,web
EV010142,S0161,resource_download,2026-01-14T08:40:38,,mobile
