record_id,student_id,course_id,assessment_id,question_no,concept_id,concept_name,score_pct,mastery_status,timestamp
CP000927,S0039,C002,C002-QZ,3,C002-K02,Control Flow,54.4,failed,2026-02-02T22:25:11
CP000928,S0039,C002,C002-QZ,4,C002-K05,Recursion,14.4,failed,2026-02-02T22:25:11
CP000929,S0039,C002,C002-EX,1,C002-K06,File I/O,65.1,passed,2026-04-30T22:25:11
CP000930,S0039,C002,C002-EX,2,C002-K03,Functions,59.0,failed,2026-04-30T22:25:11
CP000931,S0039,C002,C002-EX,3,C002-K07,Error Handling,58.7,failed,2026-04-30T22:25:11
CP000932,S0039,C002,C002-EX,4,C002-K02,Control Flow,57.3,failed,2026-04-30T22:25:11
CP000933,S0039,C002,C002-EXF,1,C002-K01,Variables & Types,61.2,passed,2026-05-15T22:25:11
CP000934,S0039,C002,C002-EXF,2,C002-K04,Data Structures,75.4,passed,2026-05-15T22:25:11
CP000935,S0039,C002,C002-EXF,3,C002-K05,Recursion,27.0,failed,2026-05-15T22:25:11
CP000936,S0039,C002,C002-EXF,4,C002-K03,Functions,74.7,passed,2026-05-15T22:25:11
CP000937,S0040,C001,C001-QZ,1,C001-K02,Descriptive Statistics,79.5,passed,2025-12-16T00:04:05
CP000938,S0040,C001,C001-QZ,2,C001-K01,Spreadsheets & Tabular Data,95.1,passed,2025-12-16T00:04:05
CP000939,S0040,C001,C001-QZ,3,C001-K05,Joins & Merges,75.1,passed,2025-12-16T00:04:05
CP000940,S0040,C001,C001-QZ,4,C001-K06,Data Visualization Basics,100.0,passed,2025-12-16T00:04:05
CP000941,S0040,C001,C001-QZ,1,C001-K03,Data Cleaning,96.9,passed,2025-12-31T00:04:05
CP000942,S0040,C001,C001-QZ,2,C001-K04,GroupBy & Aggregation,55.3,failed,2025-12-31T00:04:05
CP000943,S0040,C001,C001-QZ,3,C001-K06,Data Visualization Basics,71.8,passed,2025-12-31T00:04:05
CP000944,S0040,C001,C001-QZ,4,C001-K02,Descriptive Statistics,60.8,passed,2025-12-31T00:04:05
CP000945,S0040,C001,C001-QZ,1,C001-K06,Data Visualization Basics,96.6,passed,2026-01-15T00:04:05
CP000946,S0040,C001,C001-QZ,2,C001-K02,Descriptive Statistics,97.3,passed,2026-01-15T00:04:05
CP000947,S0040,C001,C001-QZ,3,C001-K03,Data Cleaning,100.0,passed,2026-01-15T00:04:05
CP000948,S0040,C001,C001-QZ,4,C001-K05,Joins & Merges,83.7,passed,2026-01-15T00:04:05
CP000949,S0040,C001,C001-QZ,1,C001-K03,Data Cleaning,66.6,passed,2026-01-30T00:04:05
CP000950,S0040,C001,C001-QZ,2,C001-K02,Descriptive Statistics,78.0,passed,2026-01-30T00:04:05
CP000951,S0040,C001,C001-QZ,3,C001-K05,Joins & Merges,64.7,passed,2026-01-30T00:04:05
CP000952,S0040,C001,C001-QZ,4,C001-K04,GroupBy & Aggregation,82.3,passed,2026-01-30T00:04:05
CP000953,S0040,C001,C001-EX,1,C001-K01,Spreadsheets & Tabular Data,70.6,passed,2026-04-30T00:04:05
CP000954,S0040,C001,C001-EX,2,C001-K02,Descriptive Statistics,65.6,passed,2026-04-30T00:04:05
CP000955,S0040,C001,C001-EX,3,C001-K05,Joins & Merges,65.6,passed,2026-04-30T00:04:05
CP000956,S0040,C001,C001-EX,4,C001-K03,Data Cleaning,65.1,passed,2026-04-30T00:04:05
CP000957,S0040,C001,C001-EXF,1,C001-K02,Descriptive Statistics,98.3,passed,2026-05-15T00:04:05
CP000958,S0040,C001,C001-EXF,2,C001-K06,Data Visualization Basics,86.7,passed,2026-05-15T00:04:05
CP000959,S0040,C001,C001-EXF,3,C001-K01,Spreadsheets & Tabular Data,85.9,passed,2026-05-15T00:04:05
CP000960,S0040,C001,C001-EXF,4,C001-K03,Data Cleaning,97.2,passed,2026-05-15T00:04:05
CP000961,S0041,C006,C006-QZ,1,C006-K05,Model Evaluation,84.8,passed,2025-12-16T14:27:12
CP000962,S0041,C006,C006-QZ,2,C006-K02,Classification,77.8,passed,2025-12-16T14:27:12
CP000963,S0041,C006,C006-QZ,3,C006-K01,Regression,80.1,passed,2025-12-16T14:27:12
CP000964,S0041,C006,C006-QZ,4,C006-K06,Clustering,79.7,passed,2025-12-16T14:27:12
CP000965,S0041,C006,C006-QZ,1,C006-K06,Clustering,67.2,passed,2025-12-31T14:27:12
CP000966,S0041,C006,C006-QZ,2,C006-K01,Regression,68.3,passed,2025-12-31T14:27:12
CP000967,S0041,C006,C006-QZ,3,C006-K04,Feature Engineering,55.5,failed,2025-12-31T14:27:12
CP000968,S0041,C006,C006-QZ,4,C006-K03,Overfitting & Regularization,63.6,passed,2025-12-31T14:27:12
CP000969,S0041,C006,C006-QZ,1,C006-K03,Overfitting & Regularization,55.7,failed,2026-01-15T14:27:12
CP000970,S0041,C006,C006-QZ,2,C006-K05,Model Evaluation,74.6,passed,2026-01-15T14:27:12
CP000971,S0041,C006,C006-QZ,3,C006-K01,Regression,80.2,passed,2026-01-15T14:27:12
CP000972,S0041,C006,C006-QZ,4,C006-K06,Clustering,61.1,passed,2026-01-15T14:27:12
CP000973,S0041,C006,C006-QZ,1,C006-K01,Regression,58.7,failed,2026-01-30T14:27:12
CP000974,S0041,C006,C006-QZ,2,C006-K06,Clustering,89.5,passed,2026-01-30T14:27:12
CP000975,S0041,C006,C006-QZ,3,C006-K05,Model Evaluation,69.3,passed,2026-01-30T14:27:12
CP000976,S0041,C006,C006-QZ,4,C006-K04,Feature Engineering,58.8,failed,2026-01-30T14:27:12
CP000977,S0041,C006,C006-EX,1,C006-K06,Clustering,76.8,passed,2026-04-30T14:27:12
CP000978,S0041,C006,C006-EX,2,C006-K01,Regression,64.3,passed,2026-04-30T14:27:12
CP000979,S0041,C006,C006-EX,3,C006-K04,Feature Engineering,51.3,failed,2026-04-30T14:27:12
CP000980,S0041,C006,C006-EX,4,C006-K02,Classification,61.4,passed,2026-04-30T14:27:12
CP000981,S0041,C006,C006-EXF,1,C006-K04,Feature Engineering,72.5,passed,2026-05-15T14:27:12
CP000982,S0041,C006,C006-EXF,2,C006-K01,Regression,60.3,passed,2026-05-15T14:27:12
CP000983,S0041,C006,C006-EXF,3,C006-K03,Overfitting & Regularization,35.9,failed,2026-05-15T14:27:12
CP000984,S0041,C006,C006-EXF,4,C006-K02,Classification,64.3,passed,2026-05-15T14:27:12
CP000985,S0042,C005,C005-QZ,1,C005-K02,Content Strategy,48.9,failed,2025-12-17T09:32:44
CP000986,S0042,C005,C005-QZ,2,C005-K01,SEO Basics,62.2,passed,2025-12-17T09:32:44
CP000987,S0042,C005,C005-QZ,3,C005-K03,Paid Ads,62.0,passed,2025-12-17T09:32:44
CP000988,S0042,C005,C005-QZ,4,C005-K04,Funnel Analytics,68.3,passed,2025-12-17T09:32:44
CP000989,S0042,C005,C005-QZ,1,C005-K04,Funnel Analytics,63.1,passed,2026-01-01T09:32:44
CP000990,S0042,C005,C005-QZ,2,C005-K03,Paid Ads,63.5,passed,2026-01-01T09:32:44
CP000991,S0042,C005,C005-QZ,3,C005-K01,SEO Basics,75.0,passed,2026-01-01T09:32:44
CP000992,S0042,C005,C005-QZ,4,C005-K02,Content Strategy,59.7,failed,2026-01-01T09:32:44
CP000993,S0042,C005,C005-QZ,1,C005-K02,Content Strategy,70.8,passed,2026-01-16T09:32:44
CP000994,S0042,C005,C005-QZ,2,C005-K04,Funnel Analytics,68.7,passed,2026-01-16T09:32:44
CP000995,S0042,C005,C005-QZ,3,C005-K01,SEO Basics,63.1,passed,2026-01-16T09:32:44
CP000996,S0042,C005,C005-QZ,4,C005-K03,Paid Ads,66.9,passed,2026-01-16T09:32:44
CP000997,S0042,C005,C005-QZ,1,C005-K03,Paid Ads,76.5,passed,2026-01-31T09:32:44
CP000998,S0042,C005,C005-QZ,2,C005-K01,SEO Basics,57.1,failed,2026-01-31T09:32:44
CP000999,S0042,C005,C005-QZ,3,C005-K04,Funnel Analytics,53.5,failed,2026-01-31T09:32:44
CP001000,S0042,C005,C005-QZ,4,C005-K02,Content Strategy,60.8,passed,2026-01-31T09:32:44
CP001001,S0042,C005,C005-EX,1,C005-K02,Content Strategy,81.2,passed,2026-04-30T09:32:44
CP001002,S0042,C005,C005-EX,2,C005-K03,Paid Ads,64.2,passed,2026-04-30T09:32:44
CP001003,S0042,C005,C005-EX,3,C005-K01,SEO Basics,48.6,failed,2026-04-30T09:32:44
CP001004,S0042,C005,C005-EX,4,C005-K04,Funnel Analytics,59.1,failed,2026-04-30T09:32:44
CP001005,S0042,C005,C005-EXF,1,C005-K02,Content Strategy,51.2,failed,2026-05-15T09:32:44
CP001006,S0042,C005,C005-EXF,2,C005-K04,Funnel Analytics,39.5,failed,2026-05-15T09:32:44
CP001007,S0042,C005,C005-EXF,3,C005-K03,Paid Ads,59.2,failed,2026-05-15T09:32:44
CP001008,S0042,C005,C005-EXF,4,C005-K01,SEO Basics,53.7,failed,2026-05-15T09:32:44
CP001009,S0043,C001,C001-QZ,1,C001-K02,Descriptive Statistics,97.5,passed,2025-12-23T09:13:40
CP001010,S0043,C001,C001-QZ,2,C001-K01,Spreadsheets & Tabular Data,100.0,passed,2025-12-23T09:13:40
CP001011,S0043,C001,C001-QZ,3,C001-K04,GroupBy & Aggregation,95.7,passed,2025-12-23T09:13:40
CP001012,S0043,C001,C001-QZ,4,C001-K05,Joins & Merges,82.4,passed,2025-12-23T09:13:40
CP001013,S0043,C001,C001-QZ,1,C001-K06,Data Visualization Basics,57.6,failed,2026-01-06T09:13:40
CP001014,S0043,C001,C001-QZ,2,C001-K04,GroupBy & Aggregation,74.6,passed,2026-01-06T09:13:40
CP001015,S0043,C001,C001-QZ,3,C001-K03,Data Cleaning,67.6,passed,2026-01-06T09:13:40
CP001016,S0043,C001,C001-QZ,4,C001-K01,Spreadsheets & Tabular Data,62.7,passed,2026-01-06T09:13:40
CP001017,S0043,C001,C001-QZ,1,C001-K01,Spreadsheets & Tabular Data,89.1,passed,2026-01-21T09:13:40
CP001018,S0043,C001,C001-QZ,2,C001-K06,Data Visualization Basics,100.0,passed,2026-01-21T09:13:40
CP001019,S0043,C001,C001-QZ,3,C001-K05,Joins & Merges,71.4,passed,2026-01-21T09:13:40
CP001020,S0043,C001,C001-QZ,4,C001-K04,GroupBy & Aggregation,76.6,passed,2026-01-21T09:13:40
CP001021,S0043,C001,C001-QZ,1,C001-K05,Joins & Merges,69.6,passed,2026-02-04T09:13:40
CP001022,S0043,C001,C001-QZ,2,C001-K04,GroupBy & Aggregation,87.7,passed,2026-02-04T09:13:40
CP001023,S0043,C001,C001-QZ,3,C001-K02,Descriptive Statistics,66.8,passed,2026-02-04T09:13:40
CP001024,S0043,C001,C001-QZ,4,C001-K01,Spreadsheets & Tabular Data,81.7,passed,2026-02-04T09:13:40
CP001025,S0043,C001,C001-EX,1,C001-K05,Joins & Merges,90.2,passed,2026-05-01T09:13:40
CP001026,S0043,C001,C001-EX,2,C001-K01,Spreadsheets & Tabular Data,96.7,passed,2026-05-01T09:13:40
CP001027,S0043,C001,C001-EX,3,C001-K06,Data Visualization Basics,97.9,passed,2026-05-01T09:13:40
CP001028,S0043,C001,C001-EX,4,C001-K02,Descriptive Statistics,97.2,passed,2026-05-01T09:13:40
CP001029,S0043,C001,C001-EXF,1,C001-K06,Data Visualization Basics,87.0,passed,2026-05-15T09:13:40
CP001030,S0043,C001,C001-EXF,2,C001-K02,Descriptive Statistics,77.1,passed,2026-05-15T09:13:40
CP001031,S0043,C001,C001-EXF,3,C001-K04,GroupBy & Aggregation,84.9,passed,2026-05-15T09:13:40
CP001032,S0043,C001,C001-EXF,4,C001-K05,Joins & Merges,67.5,passed,2026-05-15T09:13:40
CP001033,S0044,C002,C002-QZ,1,C002-K03,Functions,49.8,failed,2025-12-27T09:28:06
CP001034,S0044,C002,C002-QZ,2,C002-K04,Data Structures,53.6,failed,2025-12-27T09:28:06
CP001035,S0044,C002,C002-QZ,3,C002-K01,Variables & Types,60.1,passed,2025-12-27T09:28:06
CP001036,S0044,C002,C002-QZ,4,C002-K05,Recursion,36.6,failed,2025-12-27T09:28:06
CP001037,S0044,C002,C002-QZ,1,C002-K07,Error Handling,73.1,passed,2026-01-10T09:28:06
CP001038,S0044,C002,C002-QZ,2,C002-K02,Control Flow,63.3,passed,2026-01-10T09:28:06
CP001039,S0044,C002,C002-QZ,3,C002-K01,Variables & Types,69.6,passed,2026-01-10T09:28:06
CP001040,S0044,C002,C002-QZ,4,C002-K03,Functions,68.4,passed,2026-01-10T09:28:06
CP001041,S0044,C002,C002-QZ,1,C002-K03,Functions,81.2,passed,2026-01-24T09:28:06
CP001042,S0044,C002,C002-QZ,2,C002-K06,File I/O,100.0,passed,2026-01-24T09:28:06
CP001043,S0044,C002,C002-QZ,3,C002-K07,Error Handling,84.2,passed,2026-01-24T09:28:06
CP001044,S0044,C002,C002-QZ,4,C002-K04,Data Structures,78.3,passed,2026-01-24T09:28:06
CP001045,S0044,C002,C002-QZ,1,C002-K06,File I/O,97.3,passed,2026-02-07T09:28:06
CP001046,S0044,C002,C002-QZ,2,C002-K01,Variables & Types,78.6,passed,2026-02-07T09:28:06
CP001047,S0044,C002,C002-QZ,3,C002-K07,Error Handling,76.2,passed,2026-02-07T09:28:06
CP001048,S0044,C002,C002-QZ,4,C002-K05,Recursion,49.8,failed,2026-02-07T09:28:06
CP001049,S0044,C002,C002-EX,1,C002-K01,Variables & Types,80.9,passed,2026-05-02T09:28:06
CP001050,S0044,C002,C002-EX,2,C002-K02,Control Flow,82.9,passed,2026-05-02T09:28:06
CP001051,S0044,C002,C002-EX,3,C002-K06,File I/O,71.0,passed,2026-05-02T09:28:06
CP001052,S0044,C002,C002-EX,4,C002-K03,Functions,92.0,passed,2026-05-02T09:28:06
CP001053,S0044,C002,C002-EXF,1,C002-K03,Functions,94.4,passed,2026-05-16T09:28:06
CP001054,S0044,C002,C002-EXF,2,C002-K04,Data Structures,100.0,passed,2026-05-16T09:28:06
CP001055,S0044,C002,C002-EXF,3,C002-K05,Recursion,58.7,failed,2026-05-16T09:28:06
CP001056,S0044,C002,C002-EXF,4,C002-K07,Error Handling,84.9,passed,2026-05-16T09:28:06
CP001057,S0045,C002,C002-QZ,1,C002-K06,File I/O,74.7,passed,2025-12-27T10:24:40
CP001058,S0045,C002,C002-QZ,2,C002-K01,Variables & Types,68.0,passed,2025-12-27T10:24:40
CP001059,S0045,C002,C002-QZ,3,C002-K03,Functions,75.5,passed,2025-12-27T10:24:40
CP001060,S0045,C002,C002-QZ,4,C002-K05,Recursion,45.7,failed,2025-12-27T10:24:40
CP001061,S0045,C002,C002-QZ,1,C002-K02,Control Flow,66.1,passed,2026-01-10T10:24:40
CP001062,S0045,C002,C002-QZ,2,C002-K01,Variables & Types,68.8,passed,2026-01-10T10:24:40
CP001063,S0045,C002,C002-QZ,3,C002-K04,Data Structures,63.3,passed,2026-01-10T10:24:40
CP001064,S0045,C002,C002-QZ,4,C002-K05,Recursion,43.1,failed,2026-01-10T10:24:40
CP001065,S0045,C002,C002-QZ,1,C002-K04,Data Structures,63.6,passed,2026-01-24T10:24:40
CP001066,S0045,C002,C002-QZ,2,C002-K03,Functions,50.5,failed,2026-01-24T10:24:40
CP001067,S0045,C002,C002-QZ,3,C002-K07,Error Handling,51.0,failed,2026-01-24T10:24:40
CP001068,S0045,C002,C002-QZ,4,C002-K05,Recursion,26.9,failed,2026-01-24T10:24:40
CP001069,S0045,C002,C002-QZ,1,C002-K07,Error Handling,58.0,failed,2026-02-07T10:24:40
CP001070,S0045,C002,C002-QZ,2,C002-K04,Data Structures,60.7,passed,2026-02-07T10:24:40
CP001071,S0045,C002,C002-QZ,3,C002-K02,Control Flow,69.1,passed,2026-02-07T10:24:40
CP001072,S0045,C002,C002-QZ,4,C002-K01,Variables & Types,59.8,failed,2026-02-07T10:24:40
CP001073,S0045,C002,C002-EX,1,C002-K02,Control Flow,65.0,passed,2026-05-02T10:24:40
CP001074,S0045,C002,C002-EX,2,C002-K06,File I/O,72.9,passed,2026-05-02T10:24:40
CP001075,S0045,C002,C002-EX,3,C002-K01,Variables & Types,68.0,passed,2026-05-02T10:24:40
CP001076,S0045,C002,C002-EX,4,C002-K07,Error Handling,80.2,passed,2026-05-02T10:24:40
CP001077,S0045,C002,C002-EXF,1,C002-K01,Variables & Types,62.6,passed,2026-05-16T10:24:40
CP001078,S0045,C002,C002-EXF,2,C002-K04,Data Structures,67.3,passed,2026-05-16T10:24:40
CP001079,S0045,C002,C002-EXF,3,C002-K05,Recursion,49.7,failed,2026-05-16T10:24:40
CP001080,S0045,C002,C002-EXF,4,C002-K06,File I/O,82.4,passed,2026-05-16T10:24:40
CP001081,S0046,C001,C001-QZ,1,C001-K05,Joins & Merges,39.0,failed,2025-12-24T03:58:37
CP001082,S0046,C001,C001-QZ,2,C001-K04,GroupBy & Aggregation,70.8,passed,2025-12-24T03:58:37
CP001083,S0046,C001,C001-QZ,3,C001-K02,Descriptive Statistics,68.0,passed,2025-12-24T03:58:37
CP001084,S0046,C001,C001-QZ,4,C001-K03,Data Cleaning,72.9,passed,2025-12-24T03:58:37
CP001085,S0046,C001,C001-QZ,1,C001-K04,GroupBy & Aggregation,61.2,passed,2026-01-07T03:58:37
CP001086,S0046,C001,C001-QZ,2,C001-K03,Data Cleaning,69.5,passed,2026-01-07T03:58:37
CP001087,S0046,C001,C001-QZ,3,C001-K01,Spreadsheets & Tabular Data,68.0,passed,2026-01-07T03:58:37
CP001088,S0046,C001,C001-QZ,4,C001-K05,Joins & Merges,45.8,failed,2026-01-07T03:58:37
CP001089,S0046,C001,C001-QZ,1,C001-K06,Data Visualization Basics,63.0,passed,2026-01-21T03:58:37
CP001090,S0046,C001,C001-QZ,2,C001-K02,Descriptive Statistics,70.5,passed,2026-01-21T03:58:37
CP001091,S0046,C001,C001-QZ,3,C001-K04,GroupBy & Aggregation,68.5,passed,2026-01-21T03:58:37
CP001092,S0046,C001,C001-QZ,4,C001-K05,Joins & Merges,41.2,failed,2026-01-21T03:58:37
CP001093,S0046,C001,C001-QZ,1,C001-K01,Spreadsheets & Tabular Data,51.7,failed,2026-02-05T03:58:37
CP001094,S0046,C001,C001-QZ,2,C001-K04,GroupBy & Aggregation,52.7,failed,2026-02-05T03:58:37
CP001095,S0046,C001,C001-QZ,3,C001-K05,Joins & Merges,43.5,failed,2026-02-05T03:58:37
CP001096,S0046,C001,C001-QZ,4,C001-K06,Data Visualization Basics,56.5,failed,2026-02-05T03:58:37
CP001097,S0046,C001,C001-EX,1,C001-K01,Spreadsheets & Tabular Data,66.0,passed,2026-05-01T03:58:37
CP001098,S0046,C001,C001-EX,2,C001-K03,Data Cleaning,53.8,failed,2026-05-01T03:58:37
CP001099,S0046,C001,C001-EX,3,C001-K05,Joins & Merges,52.0,failed,2026-05-01T03:58:37
CP001100,S0046,C001,C001-EX,4,C001-K06,Data Visualization Basics,76.1,passed,2026-05-01T03:58:37
CP001101,S0046,C001,C001-EXF,1,C001-K06,Data Visualization Basics,60.4,passed,2026-05-15T03:58:37
CP001102,S0046,C001,C001-EXF,2,C001-K05,Joins & Merges,43.7,failed,2026-05-15T03:58:37
CP001103,S0046,C001,C001-EXF,3,C001-K02,Descriptive Statistics,64.7,passed,2026-05-15T03:58:37
CP001104,S0046,C001,C001-EXF,4,C001-K03,Data Cleaning,56.1,failed,2026-05-15T03:58:37
CP001105,S0047,C002,C002-QZ,1,C002-K07,Error Handling,70.4,passed,2025-12-25T02:49:28
CP001106,S0047,C002,C002-QZ,2,C002-K03,Functions,55.1,failed,2025-12-25T02:49:28
CP001107,S0047,C002,C002-QZ,3,C002-K05,Recursion,49.7,failed,2025-12-25T02:49:28
CP001108,S0047,C002,C002-QZ,4,C002-K01,Variables & Types,67.7,passed,2025-12-25T02:49:28
CP001109,S0047,C002,C002-QZ,1,C002-K04,Data Structures,76.3,passed,2026-01-08T02:49:28
CP001110,S0047,C002,C002-QZ,2,C002-K06,File I/O,67.3,passed,2026-01-08T02:49:28
CP001111,S0047,C002,C002-QZ,3,C002-K02,Control Flow,65.6,passed,2026-01-08T02:49:28
CP001112,S0047,C002,C002-QZ,4,C002-K07,Error Handling,62.0,passed,2026-01-08T02:49:28
CP001113,S0047,C002,C002-QZ,1,C002-K03,Functions,60.7,passed,2026-01-22T02:49:28
CP001114,S0047,C002,C002-QZ,2,C002-K06,File I/O,42.9,failed,2026-01-22T02:49:28
CP001115,S0047,C002,C002-QZ,3,C002-K04,Data Structures,49.6,failed,2026-01-22T02:49:28
CP001116,S0047,C002,C002-QZ,4,C002-K02,Control Flow,59.4,failed,2026-01-22T02:49:28
CP001117,S0047,C002,C002-QZ,1,C002-K07,Error Handling,69.6,passed,2026-02-05T02:49:28
CP001118,S0047,C002,C002-QZ,2,C002-K05,Recursion,30.6,failed,2026-02-05T02:49:28
CP001119,S0047,C002,C002-QZ,3,C002-K06,File I/O,65.5,passed,2026-02-05T02:49:28
CP001120,S0047,C002,C002-QZ,4,C002-K01,Variables & Types,69.6,passed,2026-02-05T02:49:28
CP001121,S0047,C002,C002-EX,1,C002-K01,Variables & Types,54.7,failed,2026-05-01T02:49:28
CP001122,S0047,C002,C002-EX,2,C002-K06,File I/O,60.3,passed,2026-05-01T02:49:28
CP001123,S0047,C002,C002-EX,3,C002-K02,Control Flow,72.5,passed,2026-05-01T02:49:28
CP001124,S0047,C002,C002-EX,4,C002-K04,Data Structures,62.7,passed,2026-05-01T02:49:28
CP001125,S0047,C002,C002-EXF,1,C002-K07,Error Handling,74.8,passed,2026-05-15T02:49:28
CP001126,S0047,C002,C002-EXF,2,C002-K04,Data Structures,86.0,passed,2026-05-15T02:49:28
CP001127,S0047,C002,C002-EXF,3,C002-K02,Control Flow,76.3,passed,2026-05-15T02:49:28
CP001128,S0047,C002,C002-EXF,4,C002-K01,Variables & Types,85.5,passed,2026-05-15T02:49:28
CP001129,S0048,C004,C004-QZ,1,C004-K04,Prototyping,52.7,failed,2025-12-20T16:47:38
CP001130,S0048,C004,C004-QZ,2,C004-K03,Color Theory,49.5,failed,2025-12-20T16:47:38
CP001131,S0048,C004,C004-QZ,3,C004-K01,Design Principles,63.4,passed,2025-12-20T16:47:38
CP001132,S0048,C004,C004-QZ,4,C004-K02,Wireframing,60.0,failed,2025-12-20T16:47:38
CP001133,S0048,C004,C004-QZ,1,C004-K03,Color Theory,57.4,failed,2026-01-04T16:47:38
CP001134,S0048,C004,C004-QZ,2,C004-K01,Design Principles,52.8,failed,2026-01-04T16:47:38
CP001135,S0048,C004,C004-QZ,3,C004-K05,Usability Testing,66.6,passed,2026-01-04T16:47:38
CP001136,S0048,C004,C004-QZ,4,C004-K04,Prototyping,69.2,passed,2026-01-04T16:47:38
CP001137,S0048,C004,C004-QZ,1,C004-K05,Usability Testing,63.7,passed,2026-01-18T16:47:38
CP001138,S0048,C004,C004-QZ,2,C004-K04,Prototyping,50.5,failed,2026-01-18T16:47:38
CP001139,S0048,C004,C004-QZ,3,C004-K02,Wireframing,55.1,failed,2026-01-18T16:47:38
CP001140,S0048,C004,C004-QZ,4,C004-K01,Design Principles,57.4,failed,2026-01-18T16:47:38
CP001141,S0048,C004,C004-QZ,1,C004-K01,Design Principles,78.5,passed,2026-02-02T16:47:38
CP001142,S0048,C004,C004-QZ,2,C004-K04,Prototyping,93.2,passed,2026-02-02T16:47:38
CP001143,S0048,C004,C004-QZ,3,C004-K02,Wireframing,77.1,passed,2026-02-02T16:47:38
CP001144,S0048,C004,C004-QZ,4,C004-K03,Color Theory,76.6,passed,2026-02-02T16:47:38
CP001145,S0048,C004,C004-EX,1,C004-K01,Design Principles,67.5,passed,2026-04-30T16:47:38
CP001146,S0048,C004,C004-EX,2,C004-K04,Prototyping,64.1,passed,2026-04-30T16:47:38
CP001147,S0048,C004,C004-EX,3,C004-K02,Wireframing,53.3,failed,2026-04-30T16:47:38
CP001148,S0048,C004,C004-EX,4,C004-K03,Color Theory,52.3,failed,2026-04-30T16:47:38
CP001149,S0048,C004,C004-EXF,1,C004-K01,Design Principles,60.9,passed,2026-05-15T16:47:38
CP001150,S0048,C004,C004-EXF,2,C004-K04,Prototyping,66.2,passed,2026-05-15T16:47:38
CP001151,S0048,C004,C004-EXF,3,C004-K03,Color Theory,59.2,failed,2026-05-15T16:47:38
CP001152,S0048,C004,C004-EXF,4,C004-K05,Usability Testing,60.2,passed,2026-05-15T16:47:38
CP001153,S0049,C006,C006-QZ,1,C006-K01,Regression,58.0,failed,2025-12-16T03:45:18
CP001154,S0049,C006,C006-QZ,2,C006-K04,Feature Engineering,66.9,passed,2025-12-16T03:45:18
CP001155,S0049,C006,C006-QZ,3,C006-K05,Model Evaluation,56.5,failed,2025-12-16T03:45:18
CP001156,S0049,C006,C006-QZ,4,C006-K06,Clustering,70.8,passed,2025-12-16T03:45:18
CP001157,S0049,C006,C006-QZ,1,C006-K05,Model Evaluation,53.8,failed,2025-12-31T03:45:18
CP001158,S0049,C006,C006-QZ,2,C006-K06,Clustering,36.2,failed,2025-12-31T03:45:18
CP001159,S0049,C006,C006-QZ,3,C006-K01,Regression,32.5,failed,2025-12-31T03:45:18
CP001160,S0049,C006,C006-QZ,4,C006-K04,Feature Engineering,43.8,failed,2025-12-31T03:45:18
CP001161,S0049,C006,C006-QZ,1,C006-K05,Model Evaluation,85.3,passed,2026-01-15T03:45:18
CP001162,S0049,C006,C006-QZ,2,C006-K06,Clustering,64.2,passed,2026-01-15T03:45:18
CP001163,S0049,C006,C006-QZ,3,C006-K03,Overfitting & Regularization,53.9,failed,2026-01-15T03:45:18
CP001164,S0049,C006,C006-QZ,4,C006-K04,Feature Engineering,76.4,passed,2026-01-15T03:45:18
CP001165,S0049,C006,C006-QZ,1,C006-K05,Model Evaluation,76.8,passed,2026-01-30T03:45:18
CP001166,S0049,C006,C006-QZ,2,C006-K02,Classification,76.9,passed,2026-01-30T03:45:18
CP001167,S0049,C006,C006-QZ,3,C006-K04,Feature Engineering,96.5,passed,2026-01-30T03:45:18
CP001168,S0049,C006,C006-QZ,4,C006-K06,Clustering,85.9,passed,2026-01-30T03:45:18
CP001169,S0049,C006,C006-EX,1,C006-K03,Overfitting & Regularization,20.3,failed,2026-04-30T03:45:18
CP001170,S0049,C006,C006-EX,2,C006-K01,Regression,43.9,failed,2026-04-30T03:45:18
CP001171,S0049,C006,C006-EX,3,C006-K02,Classification,45.0,failed,2026-04-30T03:45:18
CP001172,S0049,C006,C006-EX,4,C006-K04,Feature Engineering,36.2,failed,2026-04-30T03:45:18
CP001173,S0049,C006,C006-EXF,1,C006-K03,Overfitting & Regularization,48.3,failed,2026-05-15T03:45:18
CP001174,S0049,C006,C006-EXF,2,C006-K05,Model Evaluation,62.4,passed,2026-05-15T03:45:18
CP001175,S0049,C006,C006-EXF,3,C006-K04,Feature Engineering,74.1,passed,2026-05-15T03:45:18
CP001176,S0049,C006,C006-EXF,4,C006-K06,Clustering,81.2,passed,2026-05-15T03:45:18
CP001177,S0050,C003,C003-QZ,1,C003-K03,JavaScript DOM,100.0,passed,2025-12-17T07:24:20
CP001178,S0050,C003,C003-QZ,2,C003-K04,HTTP & APIs,100.0,passed,2025-12-17T07:24:20
CP001179,S0050,C003,C003-QZ,3,C003-K01,HTML & Semantics,86.0,passed,2025-12-17T07:24:20
CP001180,S0050,C003,C003-QZ,4,C003-K05,Responsive Design,100.0,passed,2025-12-17T07:24:20
CP001181,S0050,C003,C003-QZ,1,C003-K02,CSS Layout,56.5,failed,2026-01-01T07:24:20
CP001182,S0050,C003,C003-QZ,2,C003-K01,HTML & Semantics,65.0,passed,2026-01-01T07:24:20
CP001183,S0050,C003,C003-QZ,3,C003-K05,Responsive Design,47.7,failed,2026-01-01T07:24:20
